Name,ID
tunica media of artery (UBERON),UBERON:0007239
tunica adventitia of artery (UBERON),UBERON:0007240
tunica adventitia of vein (UBERON),UBERON:0007241
tunica intima of vein (UBERON),UBERON:0007242
tunica media of vein (UBERON),UBERON:0007243
inferior olivary nucleus (UBERON),UBERON:0007244
nuclear complex of neuraxis (UBERON),UBERON:0007245
nucleus of superior olivary complex (UBERON),UBERON:0007247
dorsal accessory inferior olivary nucleus (UBERON),UBERON:0007249
lingual tonsil (UBERON),UBERON:0007250
preoptic nucleus (UBERON),UBERON:0007251
intervertebral disk of cervical vertebra (UBERON),UBERON:0007252
intervertebral disk of thoracic vertebra (UBERON),UBERON:0007254
intervertebral disk of lumbar vertebra (UBERON),UBERON:0007255
intervertebral disk of sacral vertebra (UBERON),UBERON:0007257
intervertebral disk of third cervical vertebra (UBERON),UBERON:0007260
intervertebral disk of fourth cervical vertebra (UBERON),UBERON:0007261
intervertebral disk of fifth cervical vertebra (UBERON),UBERON:0007262
intervertebral disk of sixth cervical vertebra (UBERON),UBERON:0007263
intervertebral disk of seventh cervical vertebra (UBERON),UBERON:0007264
intervertebral disk of axis (UBERON),UBERON:0007265
intervertebral disk of atlas (UBERON),UBERON:0007266
trachea pre-cartilage rings (UBERON),UBERON:0007267
upper esophageal sphincter (UBERON),UBERON:0007268
pectoral appendage musculature (UBERON),UBERON:0007269
pelvic appendage musculature (UBERON),UBERON:0007270
appendage musculature (UBERON),UBERON:0007271
pectoral appendage skeleton (UBERON),UBERON:0007272
pelvic appendage skeleton (UBERON),UBERON:0007273
crista of ampulla of anterior semicircular duct of membranous laybrinth (UBERON),UBERON:0007274
crista of ampulla of posterior semicircular duct of membranous laybrinth (UBERON),UBERON:0007275
crista of ampulla of lateral semicircular duct of membranous laybrinth (UBERON),UBERON:0007276
presumptive hindbrain (UBERON),UBERON:0007277
presumptive sinus venosus (UBERON),UBERON:0007278
presumptive atrioventricular canal (UBERON),UBERON:0007279
presumptive endocardium (UBERON),UBERON:0007280
presumptive midbrain hindbrain boundary (UBERON),UBERON:0007281
presumptive segmental plate (UBERON),UBERON:0007282
presumptive shield (UBERON),UBERON:0007283
presumptive neural plate (UBERON),UBERON:0007284
presumptive paraxial mesoderm (UBERON),UBERON:0007285
presumptive floor plate (UBERON),UBERON:0007286
presumptive bulbus arteriosus (UBERON),UBERON:0007287
presumptive forebrain midbrain boundary (UBERON),UBERON:0007288
presumptive rhombomere 1 (UBERON),UBERON:0007289
presumptive rhombomere 3 (UBERON),UBERON:0007290
presumptive rhombomere 4 (UBERON),UBERON:0007291
presumptive rhombomere 5 (UBERON),UBERON:0007292
presumptive rhombomere 6 (UBERON),UBERON:0007293
presumptive rhombomere 7 (UBERON),UBERON:0007294
presumptive rhombomere 8 (UBERON),UBERON:0007295
presumptive rhombomere 2 (UBERON),UBERON:0007296
presumptive pronephric mesoderm (UBERON),UBERON:0007297
pronephric proximal convoluted tubule (UBERON),UBERON:0007298
choroid plexus of tectal ventricle (UBERON),UBERON:0007299
pectoral appendage blood vessel (UBERON),UBERON:0007300
appendage blood vessel (UBERON),UBERON:0007301
pectoral appendage vasculature (UBERON),UBERON:0007302
pharyngeal vasculature (UBERON),UBERON:0007303
appendage vasculature (UBERON),UBERON:0007304
pronephric glomerular capillary (UBERON),UBERON:0007306
pronephric glomerular basement membrane (UBERON),UBERON:0007307
pronephric distal early tubule (UBERON),UBERON:0007308
sputum (UBERON),UBERON:0007311
pudendal artery (UBERON),UBERON:0007312
superior external pudendal artery (UBERON),UBERON:0007314
internal pudendal artery (UBERON),UBERON:0007315
deep external pudendal artery (UBERON),UBERON:0007316
superficial external pudendal artery (UBERON),UBERON:0007317
saphenous vein (UBERON),UBERON:0007318
medial saphenous vein (UBERON),UBERON:0007319
lateral saphenous vein (UBERON),UBERON:0007321
pancreatic lobule (UBERON),UBERON:0007324
pancreatic duct (UBERON),UBERON:0007329
rhamphotheca (UBERON),UBERON:0007330
maxillary rhamphotheca (UBERON),UBERON:0007331
mandibular rhamphotheca (UBERON),UBERON:0007332
nidopallium (UBERON),UBERON:0007334
hyperpallium (UBERON),UBERON:0007347
mesopallium (UBERON),UBERON:0007349
arcopallium (UBERON),UBERON:0007350
nucleus isthmo-opticus (UBERON),UBERON:0007351
stria vascularis vasculature (UBERON),UBERON:0007352
cartilage of pharyngotympanic tube (UBERON),UBERON:0007354
bony part of pharyngotympanic tube (UBERON),UBERON:0007355
crop (UBERON),UBERON:0007356
proventriculus (UBERON),UBERON:0007357
abomasum (UBERON),UBERON:0007358
ruminant forestomach (UBERON),UBERON:0007359
ruminant reticulum (UBERON),UBERON:0007361
omasum (UBERON),UBERON:0007362
reticulorumen (UBERON),UBERON:0007364
rumen (UBERON),UBERON:0007365
ruminant stomach (UBERON),UBERON:0007366
surface of tongue (UBERON),UBERON:0007367
superior surface of tongue (UBERON),UBERON:0007371
inferior surface of tongue (UBERON),UBERON:0007373
incus cartilage element (UBERON),UBERON:0007374
roof of mouth (UBERON),UBERON:0007375
outer epithelium (UBERON),UBERON:0007376
stratum compactum of dermis (UBERON),UBERON:0007377
egg yolk (UBERON),UBERON:0007378
shelled egg (UBERON),UBERON:0007379
dermal scale (UBERON),UBERON:0007380
epidermal scale (UBERON),UBERON:0007381
enveloping layer of ectoderm (UBERON),UBERON:0007383
appendage lymph vessel (UBERON),UBERON:0007384
pectoral appendage lymph vessel (UBERON),UBERON:0007385
pelvic appendage lymph vessel (UBERON),UBERON:0007386
paired limb/fin cartilage (UBERON),UBERON:0007389
pectoral appendage cartilage tissue (UBERON),UBERON:0007390
pelvic appendage cartilage tissue (UBERON),UBERON:0007391
midbrain raphe nuclei (UBERON),UBERON:0007412
nucleus of pontine reticular formation (UBERON),UBERON:0007413
nucleus of midbrain tegmentum (UBERON),UBERON:0007414
nucleus of midbrain reticular formation (UBERON),UBERON:0007415
cerebellar peduncle (UBERON),UBERON:0007416
peduncle of neuraxis (UBERON),UBERON:0007417
neural decussation (UBERON),UBERON:0007418
decussation of diencephalon (UBERON),UBERON:0007425
stratum intermedium of tooth (UBERON),UBERON:0007440
lumen of epithelial sac (UBERON),UBERON:0007473
matrix-based tissue (UBERON),UBERON:0007475
fluid-based anatomical entity (UBERON),UBERON:0007486
keratin-based acellular structure (UBERON),UBERON:0007490
chitin-based acellular structure (UBERON),UBERON:0007491
obsolete developing epithelial placode (UBERON),UBERON:0007497
epithelial sac (UBERON),UBERON:0007499
epithelial tube open at both ends (UBERON),UBERON:0007500
arborizing epithelial duct system (UBERON),UBERON:0007501
epithelial plexus (UBERON),UBERON:0007502
epithelial vesicle (UBERON),UBERON:0007503
smooth muscle sphincter (UBERON),UBERON:0007521
striated muscle sphincter (UBERON),UBERON:0007522
dense mesenchyme tissue (UBERON),UBERON:0007524
loose mesenchyme tissue (UBERON),UBERON:0007529
migrating mesenchyme population (UBERON),UBERON:0007530
obsolete surface sense organ (UBERON),UBERON:0007540
regenerating anatomical structure (UBERON),UBERON:0007567
migrating epithelium (UBERON),UBERON:0007573
apical epidermal cap (UBERON),UBERON:0007574
ciliated columnar oviduct epithelium (UBERON),UBERON:0007589
cuboidal oviduct epithelium (UBERON),UBERON:0007590
ciliated columnar epithelium (UBERON),UBERON:0007592
ciliated epithelium (UBERON),UBERON:0007601
stratified columnar epithelium (UBERON),UBERON:0007602
stratified cuboidal epithelium (UBERON),UBERON:0007603
ciliated stratified columnar epithelium (UBERON),UBERON:0007606
tibial artery (UBERON),UBERON:0007610
extensor digitorum communis (UBERON),UBERON:0007612
extensor digitorum lateralis muscle (UBERON),UBERON:0007613
extensor digiti minimi muscle (UBERON),UBERON:0007614
prostate gland ventral lobe (UBERON),UBERON:0007615
layer of synovial tissue (UBERON),UBERON:0007616
synovial cavity of joint (UBERON),UBERON:0007617
synovial cavity of hip joint (UBERON),UBERON:0007618
limiting membrane of retina (UBERON),UBERON:0007619
pecten oculi (UBERON),UBERON:0007622
comb and wattle (UBERON),UBERON:0007623
pigment epithelium of eye (UBERON),UBERON:0007625
subparaventricular zone (UBERON),UBERON:0007626
magnocellular nucleus of stria terminalis (UBERON),UBERON:0007627
lateral septal complex (UBERON),UBERON:0007628
medial septal complex (UBERON),UBERON:0007629
septohippocampal nucleus (UBERON),UBERON:0007630
accessory olfactory bulb glomerular layer (UBERON),UBERON:0007631
Barrington's nucleus (UBERON),UBERON:0007632
nucleus of trapezoid body (UBERON),UBERON:0007633
parabrachial nucleus (UBERON),UBERON:0007634
nucleus of medulla oblongata (UBERON),UBERON:0007635
hippocampus stratum lucidum (UBERON),UBERON:0007637
hippocampus alveus (UBERON),UBERON:0007639
hippocampus stratum lacunosum moleculare (UBERON),UBERON:0007640
trigeminal nuclear complex (UBERON),UBERON:0007641
ligamentum arteriosum (UBERON),UBERON:0007642
node of ligamentum arteriosum (UBERON),UBERON:0007643
thoracic lymph node (UBERON),UBERON:0007644
future meninx (UBERON),UBERON:0007645
endomeninx (UBERON),UBERON:0007646
ectomeninx (UBERON),UBERON:0007647
esophagogastric junction (UBERON),UBERON:0007650
anatomical junction (UBERON),UBERON:0007651
esophageal sphincter (UBERON),UBERON:0007652
capillary loop nephron (UBERON),UBERON:0007653
maturing nephron (UBERON),UBERON:0007654
lateral recess of fourth ventricle (UBERON),UBERON:0007656
anular ligament of radius (UBERON),UBERON:0007657
intersomitic vein (UBERON),UBERON:0007679
facial neural crest (UBERON),UBERON:0007681
lateral mesenchyme derived from mesoderm (UBERON),UBERON:0007683
uriniferous tubule (UBERON),UBERON:0007684
region of nephron tubule (UBERON),UBERON:0007685
obsolete Hatschek's pit/nephridium (UBERON),UBERON:0007686
kidney field (UBERON),UBERON:0007687
anlage (UBERON),UBERON:0007688
thyroid diverticulum (UBERON),UBERON:0007689
early pharyngeal endoderm (UBERON),UBERON:0007690
gustatory pore (UBERON),UBERON:0007691
nucleus of thalamus (UBERON),UBERON:0007692
caroticotympanic artery (UBERON),UBERON:0007693
tract of spinal cord (UBERON),UBERON:0007699
tract of brain (UBERON),UBERON:0007702
spinothalamic tract (UBERON),UBERON:0007703
superior cerebellar peduncle of midbrain (UBERON),UBERON:0007707
superior cerebellar peduncle of pons (UBERON),UBERON:0007709
intermediate nucleus of lateral lemniscus (UBERON),UBERON:0007710
sixth cervical dorsal root ganglion (UBERON),UBERON:0007711
fourth thoracic spinal ganglion (UBERON),UBERON:0007712
fourth sacral spinal ganglion (UBERON),UBERON:0007713
cervical subsegment of spinal cord (UBERON),UBERON:0007714
thoracic subsegment of spinal cord (UBERON),UBERON:0007715
lumbar subsegment of spinal cord (UBERON),UBERON:0007716
sacral subsegment of spinal cord (UBERON),UBERON:0007717
principal artery to limb (UBERON),UBERON:0007718
bone of reproductive organ (UBERON),UBERON:0007719
interphalangeal joint of pes (UBERON),UBERON:0007721
interphalangeal joint of manus (UBERON),UBERON:0007722
interphalangeal joint of manual digit 1 (UBERON),UBERON:0007723
interphalangeal joint of pedal digit 1 (UBERON),UBERON:0007724
interphalangeal joint of pedal digit 2 (UBERON),UBERON:0007725
interphalangeal joint of pedal digit 3 (UBERON),UBERON:0007726
interphalangeal joint of pedal digit 4 (UBERON),UBERON:0007727
interphalangeal joint of pedal digit 5 (UBERON),UBERON:0007728
interphalangeal joint of manual digit 2 (UBERON),UBERON:0007729
interphalangeal joint of manual digit 3 (UBERON),UBERON:0007730
interphalangeal joint of manual digit 4 (UBERON),UBERON:0007731
interphalangeal joint of manual digit 5 (UBERON),UBERON:0007732
metacarpophalangeal joint of manual digit 1 (UBERON),UBERON:0007735
metacarpophalangeal joint of manual digit 2 (UBERON),UBERON:0007738
metacarpophalangeal joint of manual digit 3 (UBERON),UBERON:0007741
metacarpophalangeal joint of manual digit 4 (UBERON),UBERON:0007744
metacarpophalangeal joint of manual digit 5 (UBERON),UBERON:0007747
metatarsophalangeal joint of pedal digit 1 (UBERON),UBERON:0007750
metatarsophalangeal joint of pedal digit 2 (UBERON),UBERON:0007753
metatarsophalangeal joint of pedal digit 3 (UBERON),UBERON:0007756
metatarsophalangeal joint of pedal digit 4 (UBERON),UBERON:0007759
metatarsophalangeal joint of pedal digit 5 (UBERON),UBERON:0007762
cerebellum vermis culmen (UBERON),UBERON:0007763
paramedian reticular nucleus (UBERON),UBERON:0007764
dorsal premammillary nucleus (UBERON),UBERON:0007767
ventral premammillary nucleus (UBERON),UBERON:0007768
medial preoptic region (UBERON),UBERON:0007769
osphradium (UBERON),UBERON:0007770
epidermis gland (UBERON),UBERON:0007771
scrotal sweat (UBERON),UBERON:0007772
scrotal sweat gland (UBERON),UBERON:0007773
secondary dentition (UBERON),UBERON:0007774
secondary tooth (UBERON),UBERON:0007775
unerupted tooth (UBERON),UBERON:0007776
umbilical vein endothelium (UBERON),UBERON:0007777
umbilical artery endothelium (UBERON),UBERON:0007778
transudate (UBERON),UBERON:0007779
exudate (UBERON),UBERON:0007780
secretion of serous gland (UBERON),UBERON:0007794
ascitic fluid (UBERON),UBERON:0007795
vascular system (UBERON),UBERON:0007798
mixed dentition (UBERON),UBERON:0007799
proatlas (UBERON),UBERON:0007800
pygostyle (UBERON),UBERON:0007801
uropygial gland (UBERON),UBERON:0007802
preen oil (UBERON),UBERON:0007803
sclerotic ring (UBERON),UBERON:0007804
synsacrum (UBERON),UBERON:0007805
connecting stalk (UBERON),UBERON:0007806
connecting stalk vasculature (UBERON),UBERON:0007807
adipose tissue of abdominal region (UBERON),UBERON:0007808
fascia of Camper (UBERON),UBERON:0007809
craniocervical region (UBERON),UBERON:0007811
post-anal tail (UBERON),UBERON:0007812
major alar cartilage (UBERON),UBERON:0007818
minor alar cartilage (UBERON),UBERON:0007819
accessory nasal cartilage (UBERON),UBERON:0007820
lateral nasal cartilage (UBERON),UBERON:0007821
vomeronasal cartilage (UBERON),UBERON:0007822
appendage girdle region (UBERON),UBERON:0007823
reticular membrane of spiral organ (UBERON),UBERON:0007825
peritoneal mesentery (UBERON),UBERON:0007826
external nose (UBERON),UBERON:0007827
girdle bone/zone (UBERON),UBERON:0007828
pectoral girdle bone (UBERON),UBERON:0007829
pelvic girdle bone/zone (UBERON),UBERON:0007830
pectoral girdle skeleton (UBERON),UBERON:0007831
pelvic girdle skeleton (UBERON),UBERON:0007832
osseus semicircular canal (UBERON),UBERON:0007833
lumbar spinal cord ventral commissure (UBERON),UBERON:0007834
sacral spinal cord ventral commissure (UBERON),UBERON:0007835
cervical spinal cord ventral commissure (UBERON),UBERON:0007836
thoracic spinal cord ventral commissure (UBERON),UBERON:0007837
spinal cord white commissure (UBERON),UBERON:0007838
spinal cord dorsal white commissure (UBERON),UBERON:0007840
furcula (UBERON),UBERON:0007841
membrane bone (UBERON),UBERON:0007842
uncinate process of ribs (UBERON),UBERON:0007843
cartilage element (UBERON),UBERON:0007844
regular connective tissue (UBERON),UBERON:0007845
dense regular connective tissue (UBERON),UBERON:0007846
perichordal tissue (UBERON),UBERON:0007862
bone of craniocervical region (UBERON),UBERON:0007914
central carpal bone (UBERON),UBERON:0007958
falciform carpal bone (UBERON),UBERON:0007959
scapholunate (UBERON),UBERON:0007960
proximal sesamoid bone of pes (UBERON),UBERON:0007990
proximal sesamoid bone of manus (UBERON),UBERON:0007991
ulnar sesamoid bone (UBERON),UBERON:0007993
sesamoid bone of manus (UBERON),UBERON:0007997
sesamoid bone of pes (UBERON),UBERON:0008000
irregular bone (UBERON),UBERON:0008001
joint of girdle (UBERON),UBERON:0008114
surface of cartilage (UBERON),UBERON:0008115
joint articular surface (UBERON),UBERON:0008124
hypertrophic cartilage zone (UBERON),UBERON:0008187
tendon of biceps brachii (UBERON),UBERON:0008188
tendon of triceps brachii (UBERON),UBERON:0008192
pneumatized bone (UBERON),UBERON:0008193
tibiotarsus (UBERON),UBERON:0008194
tarsometatarsus (UBERON),UBERON:0008195
muscle of pectoral girdle (UBERON),UBERON:0008196
nail plate (UBERON),UBERON:0008198
chin (UBERON),UBERON:0008199
forehead (UBERON),UBERON:0008200
scute (UBERON),UBERON:0008201
bone of hip region (UBERON),UBERON:0008202
pelvic cavity (UBERON),UBERON:0008203
craniocervical region musculature (UBERON),UBERON:0008229
tibialis (UBERON),UBERON:0008230
dorsal thoracic segment of trunk (UBERON),UBERON:0008231
lower back muscle (UBERON),UBERON:0008242
upper back muscle (UBERON),UBERON:0008243
pennate muscle (UBERON),UBERON:0008245
pyloric stomach (UBERON),UBERON:0008246
tube foot (UBERON),UBERON:0008247
echinoderm pyloric cecum (UBERON),UBERON:0008248
cardiac stomach (UBERON),UBERON:0008250
water vascular system (UBERON),UBERON:0008251
tube foot ampulla (UBERON),UBERON:0008252
Aristotle's lantern (UBERON),UBERON:0008253
styliform cartilage (UBERON),UBERON:0008254
right clavicle (UBERON),UBERON:0008255
left clavicle (UBERON),UBERON:0008256
radial sesamoid (UBERON),UBERON:0008257
oral subdivision of organism (UBERON),UBERON:0008258
aboral subdivision of organism (UBERON),UBERON:0008259
spine appendage (UBERON),UBERON:0008260
pedicellaria (UBERON),UBERON:0008261
ambulacral area (UBERON),UBERON:0008262
inter-ambulacral area (UBERON),UBERON:0008263
echinopluteus larval stage (UBERON),UBERON:0008264
echinopluteus larva (UBERON),UBERON:0008265
periodontal ligament (UBERON),UBERON:0008266
left supracardinal vein (UBERON),UBERON:0008267
right supracardinal vein (UBERON),UBERON:0008268
nacre (UBERON),UBERON:0008269
mollusc shell (UBERON),UBERON:0008270
turtle shell (UBERON),UBERON:0008271
mollusc venom (UBERON),UBERON:0008274
carapace (UBERON),UBERON:0008275
plastron (UBERON),UBERON:0008276
obsolete cnida (UBERON),UBERON:0008277
obsolete nematocyst (UBERON),UBERON:0008278
obsolete spirocyst (UBERON),UBERON:0008279
cnidarian venom (UBERON),UBERON:0008280
tooth bud (UBERON),UBERON:0008281
columnella (UBERON),UBERON:0008283
columnella muscle (UBERON),UBERON:0008284
rumen epithelium (UBERON),UBERON:0008285
feather calamus (UBERON),UBERON:0008286
feather vane (UBERON),UBERON:0008287
feather rachis (UBERON),UBERON:0008288
afterfeather (UBERON),UBERON:0008290
down feather (UBERON),UBERON:0008291
vaned feather (UBERON),UBERON:0008292
filoplume feather (UBERON),UBERON:0008293
feather barb (UBERON),UBERON:0008294
feather barbule (UBERON),UBERON:0008295
obsolete femoral muscle (UBERON),UBERON:0008296
pennaceous feather (UBERON),UBERON:0008297
inner chondrogenic layer of perichondrium (UBERON),UBERON:0008304
outer fibrous layer of perichondrium (UBERON),UBERON:0008305
heart endothelium (UBERON),UBERON:0008307
nasopharyngeal gland (UBERON),UBERON:0008310
penile bulb artery (UBERON),UBERON:0008311
common penile artery (UBERON),UBERON:0008320
deep artery of penis (UBERON),UBERON:0008321
deep artery of clitoris (UBERON),UBERON:0008322
dorsal artery of clitoris (UBERON),UBERON:0008323
erectile tissue (UBERON),UBERON:0008324
vestibule of vagina (UBERON),UBERON:0008330
clitoral smooth muscle (UBERON),UBERON:0008331
hilum of neuraxis (UBERON),UBERON:0008332
hilum of inferior olivary complex (UBERON),UBERON:0008333
subarachnoid sulcus (UBERON),UBERON:0008334
ventrolateral sulcus of medulla oblongata (UBERON),UBERON:0008335
inguinal part of abdomen (UBERON),UBERON:0008337
plantar part of pes (UBERON),UBERON:0008338
microvascular endothelium (UBERON),UBERON:0008339
nasal bridge (UBERON),UBERON:0008340
columella nasi (UBERON),UBERON:0008341
intestinal villus of duodenum (UBERON),UBERON:0008342
intestinal villus of jejunum (UBERON),UBERON:0008343
intestinal villus of ileum (UBERON),UBERON:0008344
ileal epithelium (UBERON),UBERON:0008345
duodenal epithelium (UBERON),UBERON:0008346
breast epithelium (UBERON),UBERON:0008367
tracheobronchial epithelium (UBERON),UBERON:0008397
proximal tubular epithelium (UBERON),UBERON:0008404
distal tubular epithelium (UBERON),UBERON:0008408
buccal epithelium (UBERON),UBERON:0008420
inguinal mammary gland (UBERON),UBERON:0008424
mammary ridge (UBERON),UBERON:0008425
transverse foramen of atlas (UBERON),UBERON:0008426
transverse foramen of axis (UBERON),UBERON:0008427
ceratoglossus (UBERON),UBERON:0008428
cervical vertebral foramen (UBERON),UBERON:0008429
lumbar vertebral foramen (UBERON),UBERON:0008430
sacral foramen (UBERON),UBERON:0008431
thoracic vertebral foramen (UBERON),UBERON:0008432
lumbar vertebral arch (UBERON),UBERON:0008433
cervical vertebral arch (UBERON),UBERON:0008434
vertebral arch of sacral segment (UBERON),UBERON:0008435
thoracic vertebral arch (UBERON),UBERON:0008436
posterior arch of atlas (UBERON),UBERON:0008437
webbed interdigital region between manual digits (UBERON),UBERON:0008438
webbed interdigital region between pedal digits (UBERON),UBERON:0008439
webbed autopod (UBERON),UBERON:0008440
webbed manus (UBERON),UBERON:0008441
webbed pes (UBERON),UBERON:0008442
webbed digit (UBERON),UBERON:0008443
webbed manual digit (UBERON),UBERON:0008444
webbed pedal digit (UBERON),UBERON:0008445
flexor pollicis longus muscle (UBERON),UBERON:0008446
intertarsal joint (UBERON),UBERON:0008447
trochlear notch (UBERON),UBERON:0008449
psoas muscle (UBERON),UBERON:0008450
rectus capitis anterior (UBERON),UBERON:0008453
rectus capitis posterior major (UBERON),UBERON:0008454
rectus capitis posterior minor (UBERON),UBERON:0008455
prezygapophysis of lumbar vertebra (UBERON),UBERON:0008456
prezygapophysis of sacral vertebra (UBERON),UBERON:0008457
prezygapophysis of cervical vertebra (UBERON),UBERON:0008459
prezygapophysis of thoracic vertebra (UBERON),UBERON:0008460
postzygapophysis of lumbar vertebra (UBERON),UBERON:0008461
postzygapophysis of cervical vertebra (UBERON),UBERON:0008462
postzygapophysis of thoracic vertebra (UBERON),UBERON:0008463
abductor hallucis muscle (UBERON),UBERON:0008464
abductor pollicis brevis muscle (UBERON),UBERON:0008465
cremaster muscle (UBERON),UBERON:0008488
gluteus minimus (UBERON),UBERON:0008521
nasal muscle (UBERON),UBERON:0008522
infrahyoid muscle (UBERON),UBERON:0008523
piriformis muscle (UBERON),UBERON:0008529
quadratus femoris (UBERON),UBERON:0008537
splenius cervicis (UBERON),UBERON:0008544
iliocostalis cervicis muscle (UBERON),UBERON:0008546
prevertebral muscle (UBERON),UBERON:0008549
suprahyoid muscle (UBERON),UBERON:0008571
posterior crico-arytenoid (UBERON),UBERON:0008572
lateral crico-arytenoid (UBERON),UBERON:0008573
transverse arytenoid (UBERON),UBERON:0008574
oblique arytenoid (UBERON),UBERON:0008575
thyro-arytenoid (UBERON),UBERON:0008576
vocalis muscle (UBERON),UBERON:0008577
superior longitudinal muscle of tongue (UBERON),UBERON:0008582
transverse muscle of tongue (UBERON),UBERON:0008583
vertical muscle of tongue (UBERON),UBERON:0008584
levator veli palatini (UBERON),UBERON:0008585
tensor veli palatini (UBERON),UBERON:0008586
procerus (UBERON),UBERON:0008588
depressor septi nasi (UBERON),UBERON:0008589
depressor supercilii (UBERON),UBERON:0008591
levator labii superioris alaeque nasi (UBERON),UBERON:0008592
zygomaticus major muscle (UBERON),UBERON:0008593
zygomaticus minor muscle (UBERON),UBERON:0008594
levator anguli oris (UBERON),UBERON:0008595
mentalis muscle (UBERON),UBERON:0008596
depressor anguli oris muscle (UBERON),UBERON:0008597
risorius muscle (UBERON),UBERON:0008598
helicis major (UBERON),UBERON:0008603
helicis minor (UBERON),UBERON:0008604
tragicus muscle (UBERON),UBERON:0008605
antitragicus muscle (UBERON),UBERON:0008606
transverse muscle of auricle (UBERON),UBERON:0008607
oblique muscle of auricle (UBERON),UBERON:0008608
transversus menti muscle (UBERON),UBERON:0008609
scalene muscle (UBERON),UBERON:0008611
muscle of pelvic diaphragm (UBERON),UBERON:0008612
innermost intercostal muscle (UBERON),UBERON:0008617
subcostal muscle (UBERON),UBERON:0008618
scalenus anterior (UBERON),UBERON:0008622
stylohyoid muscle (UBERON),UBERON:0008712
pectoral girdle and thoracic body wall skeletal muscle (UBERON),UBERON:0008713
muscle tissue of prostate (UBERON),UBERON:0008715
hilum of kidney (UBERON),UBERON:0008716
proximal epiphysis of tibia (UBERON),UBERON:0008772
proximal epiphysis of fibula (UBERON),UBERON:0008775
inner cell mass derived hypoblast (UBERON),UBERON:0008776
hypaxial musculature (UBERON),UBERON:0008777
epaxial musculature (UBERON),UBERON:0008778
subclavius (UBERON),UBERON:0008779
inner cell mass derived epiblast (UBERON),UBERON:0008780
blastodisc derived epiblast (UBERON),UBERON:0008781
dorsal venous arch (UBERON),UBERON:0008783
lower limb segment (UBERON),UBERON:0008784
upper limb segment (UBERON),UBERON:0008785
third trochanter (UBERON),UBERON:0008786
fourth trochanter (UBERON),UBERON:0008787
posterior cranial fossa (UBERON),UBERON:0008788
cranial fossa (UBERON),UBERON:0008789
rugal fold (UBERON),UBERON:0008790
rugal fold of stomach (UBERON),UBERON:0008791
rugal fold of vagina (UBERON),UBERON:0008798
transverse palatine fold (UBERON),UBERON:0008799
parietal endoderm (UBERON),UBERON:0008800
parotid gland primordium (UBERON),UBERON:0008801
cheek pouch (UBERON),UBERON:0008802
skin of cheek (UBERON),UBERON:0008803
stylopharyngeus muscle (UBERON),UBERON:0008804
gingival groove (UBERON),UBERON:0008805
buccal funnel (UBERON),UBERON:0008806
coagulating gland (UBERON),UBERON:0008807
prostate gland dorsolateral lobe (UBERON),UBERON:0008808
foramina of scarpa (UBERON),UBERON:0008809
nasopalatine nerve (UBERON),UBERON:0008810
intromittent organ (UBERON),UBERON:0008811
hemipenis (UBERON),UBERON:0008812
helicotrema (UBERON),UBERON:0008813
pharyngeal arch system (UBERON),UBERON:0008814
pharyngeal slit (UBERON),UBERON:0008815
embryonic head (UBERON),UBERON:0008816
thymus primordium endoderm (UBERON),UBERON:0008817
superior mediastinum (UBERON),UBERON:0008818
inferior mediastinum (UBERON),UBERON:0008819
anterior mediastinum (UBERON),UBERON:0008820
middle mediastinum (UBERON),UBERON:0008821
posterior mediastinum (UBERON),UBERON:0008822
neural tube derived brain (UBERON),UBERON:0008823
duct of epididymis (UBERON),UBERON:0008824
pulmonary surfactant (UBERON),UBERON:0008826
murine forestomach (UBERON),UBERON:0008827
presphenoid bone (UBERON),UBERON:0008828
cerebellum external granule cell layer (UBERON),UBERON:0008829
cerebellum internal granule cell layer (UBERON),UBERON:0008830
inner spiral sulcus (UBERON),UBERON:0008831
outer spiral sulcus (UBERON),UBERON:0008832
great auricular nerve (UBERON),UBERON:0008833
prostomium (UBERON),UBERON:0008834
hepatic diverticulum (UBERON),UBERON:0008835
liver bud (UBERON),UBERON:0008836
palmar/plantar part of autopod (UBERON),UBERON:0008837
metapodial pad (UBERON),UBERON:0008838
palmar pad (UBERON),UBERON:0008839
plantar pad (UBERON),UBERON:0008840
suspensory ligament (UBERON),UBERON:0008841
suspensory ligament of testis (UBERON),UBERON:0008842
gubernaculum testis (UBERON),UBERON:0008843
gubernaculum (female) (UBERON),UBERON:0008844
nonskeletal ligament (UBERON),UBERON:0008845
skeletal ligament (UBERON),UBERON:0008846
ovarian ligament (UBERON),UBERON:0008847
cranial suspensory ligament (UBERON),UBERON:0008848
ectoplacental cavity (UBERON),UBERON:0008851
visceral yolk sac (UBERON),UBERON:0008852
parietal yolk sac (UBERON),UBERON:0008853
root of molar tooth (UBERON),UBERON:0008854
placenta metrial gland (UBERON),UBERON:0008855
stomach muscularis externa (UBERON),UBERON:0008856
stomach smooth muscle circular layer (UBERON),UBERON:0008857
pyloric canal (UBERON),UBERON:0008858
cardiac gastric gland (UBERON),UBERON:0008859
intermediate gastric gland (UBERON),UBERON:0008860
pyloric gastric gland (UBERON),UBERON:0008861
stomach smooth muscle inner oblique layer (UBERON),UBERON:0008862
stomach smooth muscle outer longitudinal layer (UBERON),UBERON:0008863
enamel knot (UBERON),UBERON:0008866
trabecular network of bone (UBERON),UBERON:0008867
pulmonary alveolar parenchyma (UBERON),UBERON:0008870
