Name,ID
positive regulation of type 2 immune response (UBERON),GO:0002830
regulation of response to biotic stimulus (UBERON),GO:0002831
negative regulation of response to biotic stimulus (UBERON),GO:0002832
positive regulation of response to biotic stimulus (UBERON),GO:0002833
regulation of myeloid leukocyte mediated immunity (UBERON),GO:0002886
negative regulation of myeloid leukocyte mediated immunity (UBERON),GO:0002887
positive regulation of myeloid leukocyte mediated immunity (UBERON),GO:0002888
regulation of immunoglobulin mediated immune response (UBERON),GO:0002889
negative regulation of immunoglobulin mediated immune response (UBERON),GO:0002890
positive regulation of immunoglobulin mediated immune response (UBERON),GO:0002891
mature B cell apoptotic process (UBERON),GO:0002901
regulation of B cell apoptotic process (UBERON),GO:0002902
negative regulation of B cell apoptotic process (UBERON),GO:0002903
positive regulation of B cell apoptotic process (UBERON),GO:0002904
regulation of mature B cell apoptotic process (UBERON),GO:0002905
negative regulation of mature B cell apoptotic process (UBERON),GO:0002906
positive regulation of mature B cell apoptotic process (UBERON),GO:0002907
regulation of humoral immune response (UBERON),GO:0002920
negative regulation of humoral immune response (UBERON),GO:0002921
positive regulation of humoral immune response (UBERON),GO:0002922
trabecular meshwork development (UBERON),GO:0002930
tendon sheath development (UBERON),GO:0002932
desmosome organization (UBERON),GO:0002934
synoviocyte proliferation (UBERON),GO:0002941
regionalization (UBERON),GO:0003002
developmental process involved in reproduction (UBERON),GO:0003006
heart morphogenesis (UBERON),GO:0003007
system process (UBERON),GO:0003008
skeletal muscle contraction (UBERON),GO:0003009
muscle system process (UBERON),GO:0003012
circulatory system process (UBERON),GO:0003013
renal system process (UBERON),GO:0003014
heart process (UBERON),GO:0003015
respiratory system process (UBERON),GO:0003016
lymph circulation (UBERON),GO:0003017
vascular process in circulatory system (UBERON),GO:0003018
central nervous system control of baroreceptor feedback (UBERON),GO:0003019
detection of reduced oxygen by chemoreceptor signaling (UBERON),GO:0003020
detection of pH by chemoreceptor signaling (UBERON),GO:0003022
regulation of systemic arterial blood pressure by baroreceptor feedback (UBERON),GO:0003025
regulation of systemic arterial blood pressure by carotid body chemoreceptor signaling (UBERON),GO:0003027
detection of hypoxic conditions in blood by carotid body chemoreceptor signaling (UBERON),GO:0003029
detection of hydrogen ion (UBERON),GO:0003030
detection of oxygen (UBERON),GO:0003032
detection of reduced oxygen by carotid body chemoreceptor signaling (UBERON),GO:0003039
regulation of systemic arterial blood pressure mediated by a chemical signal (UBERON),GO:0003044
renal system process involved in regulation of systemic arterial blood pressure (UBERON),GO:0003071
regulation of systemic arterial blood pressure (UBERON),GO:0003073
regulation of systemic arterial blood pressure by renin-angiotensin (UBERON),GO:0003081
renal water homeostasis (UBERON),GO:0003091
regulation of glomerular filtration (UBERON),GO:0003093
glomerular filtration (UBERON),GO:0003094
renal sodium ion transport (UBERON),GO:0003096
renal water transport (UBERON),GO:0003097
positive regulation of glomerular filtration (UBERON),GO:0003104
negative regulation of glomerular filtration (UBERON),GO:0003105
mesodermal-endodermal cell signaling (UBERON),GO:0003131
endodermal-mesodermal cell signaling (UBERON),GO:0003133
cardiogenic plate morphogenesis (UBERON),GO:0003142
embryonic heart tube morphogenesis (UBERON),GO:0003143
embryonic heart tube formation (UBERON),GO:0003144
neural crest cell migration involved in heart formation (UBERON),GO:0003147
outflow tract septum morphogenesis (UBERON),GO:0003148
membranous septum morphogenesis (UBERON),GO:0003149
muscular septum morphogenesis (UBERON),GO:0003150
outflow tract morphogenesis (UBERON),GO:0003151
regulation of animal organ formation (UBERON),GO:0003156
endocardium development (UBERON),GO:0003157
endothelium development (UBERON),GO:0003158
morphogenesis of an endothelium (UBERON),GO:0003159
endocardium morphogenesis (UBERON),GO:0003160
cardiac conduction system development (UBERON),GO:0003161
atrioventricular node development (UBERON),GO:0003162
sinoatrial node development (UBERON),GO:0003163
His-Purkinje system development (UBERON),GO:0003164
Purkinje myocyte development (UBERON),GO:0003165
bundle of His development (UBERON),GO:0003166
atrioventricular bundle cell differentiation (UBERON),GO:0003167
Purkinje myocyte differentiation (UBERON),GO:0003168
coronary vein morphogenesis (UBERON),GO:0003169
heart valve development (UBERON),GO:0003170
atrioventricular valve development (UBERON),GO:0003171
sinoatrial valve development (UBERON),GO:0003172
ventriculo bulbo valve development (UBERON),GO:0003173
mitral valve development (UBERON),GO:0003174
tricuspid valve development (UBERON),GO:0003175
aortic valve development (UBERON),GO:0003176
pulmonary valve development (UBERON),GO:0003177
coronary sinus valve development (UBERON),GO:0003178
heart valve morphogenesis (UBERON),GO:0003179
aortic valve morphogenesis (UBERON),GO:0003180
atrioventricular valve morphogenesis (UBERON),GO:0003181
coronary sinus valve morphogenesis (UBERON),GO:0003182
mitral valve morphogenesis (UBERON),GO:0003183
pulmonary valve morphogenesis (UBERON),GO:0003184
sinoatrial valve morphogenesis (UBERON),GO:0003185
tricuspid valve morphogenesis (UBERON),GO:0003186
ventriculo bulbo valve morphogenesis (UBERON),GO:0003187
heart valve formation (UBERON),GO:0003188
aortic valve formation (UBERON),GO:0003189
atrioventricular valve formation (UBERON),GO:0003190
coronary sinus valve formation (UBERON),GO:0003191
mitral valve formation (UBERON),GO:0003192
pulmonary valve formation (UBERON),GO:0003193
sinoatrial valve formation (UBERON),GO:0003194
tricuspid valve formation (UBERON),GO:0003195
ventriculo bulbo valve formation (UBERON),GO:0003196
endocardial cushion development (UBERON),GO:0003197
endocardial cushion morphogenesis (UBERON),GO:0003203
cardiac skeleton development (UBERON),GO:0003204
cardiac chamber development (UBERON),GO:0003205
cardiac chamber morphogenesis (UBERON),GO:0003206
cardiac chamber formation (UBERON),GO:0003207
cardiac ventricle morphogenesis (UBERON),GO:0003208
cardiac atrium morphogenesis (UBERON),GO:0003209
cardiac atrium formation (UBERON),GO:0003210
cardiac ventricle formation (UBERON),GO:0003211
cardiac left atrium morphogenesis (UBERON),GO:0003212
cardiac right atrium morphogenesis (UBERON),GO:0003213
cardiac left ventricle morphogenesis (UBERON),GO:0003214
cardiac right ventricle morphogenesis (UBERON),GO:0003215
cardiac left atrium formation (UBERON),GO:0003216
cardiac right atrium formation (UBERON),GO:0003217
cardiac left ventricle formation (UBERON),GO:0003218
cardiac right ventricle formation (UBERON),GO:0003219
left ventricular cardiac muscle tissue morphogenesis (UBERON),GO:0003220
right ventricular cardiac muscle tissue morphogenesis (UBERON),GO:0003221
ventricular trabecula myocardium morphogenesis (UBERON),GO:0003222
ventricular compact myocardium morphogenesis (UBERON),GO:0003223
left ventricular compact myocardium morphogenesis (UBERON),GO:0003224
left ventricular trabecular myocardium morphogenesis (UBERON),GO:0003225
right ventricular compact myocardium morphogenesis (UBERON),GO:0003226
right ventricular trabecular myocardium morphogenesis (UBERON),GO:0003227
atrial cardiac muscle tissue development (UBERON),GO:0003228
ventricular cardiac muscle tissue development (UBERON),GO:0003229
cardiac atrium development (UBERON),GO:0003230
cardiac ventricle development (UBERON),GO:0003231
bulbus arteriosus development (UBERON),GO:0003232
bulbus arteriosus morphogenesis (UBERON),GO:0003233
bulbus arteriosus formation (UBERON),GO:0003234
sinus venosus development (UBERON),GO:0003235
sinus venosus morphogenesis (UBERON),GO:0003236
sinus venosus formation (UBERON),GO:0003237
conus arteriosus development (UBERON),GO:0003238
conus arteriosus morphogenesis (UBERON),GO:0003239
conus arteriosus formation (UBERON),GO:0003240
growth involved in heart morphogenesis (UBERON),GO:0003241
cardiac muscle tissue growth involved in heart morphogenesis (UBERON),GO:0003245
heart capillary growth (UBERON),GO:0003248
cardiac neural crest cell migration involved in outflow tract morphogenesis (UBERON),GO:0003253
cardioblast migration (UBERON),GO:0003260
endocardial cushion formation (UBERON),GO:0003272
cell migration involved in endocardial cushion formation (UBERON),GO:0003273
endocardial cushion fusion (UBERON),GO:0003274
apoptotic process involved in outflow tract morphogenesis (UBERON),GO:0003275
apoptotic process involved in endocardial cushion morphogenesis (UBERON),GO:0003277
apoptotic process involved in heart morphogenesis (UBERON),GO:0003278
cardiac septum development (UBERON),GO:0003279
ventricular septum development (UBERON),GO:0003281
ventricular septum intermedium development (UBERON),GO:0003282
atrial septum development (UBERON),GO:0003283
septum primum development (UBERON),GO:0003284
septum secundum development (UBERON),GO:0003285
atrial septum intermedium development (UBERON),GO:0003286
ventricular septum intermedium morphogenesis (UBERON),GO:0003288
atrial septum primum morphogenesis (UBERON),GO:0003289
atrial septum secundum morphogenesis (UBERON),GO:0003290
atrial septum intermedium morphogenesis (UBERON),GO:0003291
cardiac septum cell differentiation (UBERON),GO:0003292
heart valve cell differentiation (UBERON),GO:0003293
physiological muscle hypertrophy (UBERON),GO:0003298
cardiac muscle hypertrophy (UBERON),GO:0003300
physiological cardiac muscle hypertrophy (UBERON),GO:0003301
type B pancreatic cell differentiation (UBERON),GO:0003309
pancreatic A cell differentiation (UBERON),GO:0003310
pancreatic D cell differentiation (UBERON),GO:0003311
pancreatic PP cell differentiation (UBERON),GO:0003312
heart rudiment development (UBERON),GO:0003313
heart rudiment morphogenesis (UBERON),GO:0003314
heart rudiment formation (UBERON),GO:0003315
pancreatic A cell development (UBERON),GO:0003322
type B pancreatic cell development (UBERON),GO:0003323
pancreatic D cell development (UBERON),GO:0003324
pancreatic PP cell development (UBERON),GO:0003325
regulation of extracellular matrix constituent secretion (UBERON),GO:0003330
positive regulation of extracellular matrix constituent secretion (UBERON),GO:0003331
negative regulation of extracellular matrix constituent secretion (UBERON),GO:0003332
amino acid transmembrane transport (UBERON),GO:0003333
keratinocyte development (UBERON),GO:0003334
corneocyte development (UBERON),GO:0003335
mesenchymal to epithelial transition involved in metanephros morphogenesis (UBERON),GO:0003337
metanephros morphogenesis (UBERON),GO:0003338
regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis (UBERON),GO:0003339
negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis (UBERON),GO:0003340
cilium movement (UBERON),GO:0003341
proepicardium development (UBERON),GO:0003342
septum transversum development (UBERON),GO:0003343
pericardium morphogenesis (UBERON),GO:0003344
cardiac endothelial cell differentiation (UBERON),GO:0003348
pulmonary myocardium development (UBERON),GO:0003350
epithelial cilium movement involved in extracellular fluid movement (UBERON),GO:0003351
regulation of cilium movement (UBERON),GO:0003352
positive regulation of cilium movement (UBERON),GO:0003353
negative regulation of cilium movement (UBERON),GO:0003354
cilium movement involved in otolith formation (UBERON),GO:0003355
noradrenergic neuron differentiation (UBERON),GO:0003357
noradrenergic neuron development (UBERON),GO:0003358
brainstem development (UBERON),GO:0003360
establishment of cell polarity involved in ameboidal cell migration (UBERON),GO:0003365
cell-cell adhesion involved in ameboidal cell migration (UBERON),GO:0003367
establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration (UBERON),GO:0003371
establishment of cell polarity involved in gastrulation cell migration (UBERON),GO:0003379
establishment or maintenance of cytoskeleton polarity involved in gastrulation (UBERON),GO:0003380
epithelial cell morphogenesis involved in gastrulation (UBERON),GO:0003381
epithelial cell morphogenesis (UBERON),GO:0003382
amphid sensory organ development (UBERON),GO:0003386
neuron differentiation involved in amphid sensory organ development (UBERON),GO:0003387
neuron development involved in amphid sensory organ development (UBERON),GO:0003388
glial cell differentiation involved in amphid sensory organ development (UBERON),GO:0003398
optic vesicle formation (UBERON),GO:0003403
optic vesicle morphogenesis (UBERON),GO:0003404
retinal pigment epithelium development (UBERON),GO:0003406
neural retina development (UBERON),GO:0003407
chondrocyte differentiation involved in endochondral bone morphogenesis (UBERON),GO:0003413
chondrocyte hypertrophy (UBERON),GO:0003415
endochondral bone growth (UBERON),GO:0003416
growth plate cartilage development (UBERON),GO:0003417
growth plate cartilage chondrocyte differentiation (UBERON),GO:0003418
growth plate cartilage morphogenesis (UBERON),GO:0003422
growth plate cartilage chondrocyte morphogenesis (UBERON),GO:0003429
growth plate cartilage chondrocyte growth (UBERON),GO:0003430
growth plate cartilage chondrocyte development (UBERON),GO:0003431
chondrocyte development involved in endochondral bone morphogenesis (UBERON),GO:0003433
molecular_function (UBERON),GO:0003674
nucleic acid binding (UBERON),GO:0003676
DNA binding (UBERON),GO:0003677
chromatin binding (UBERON),GO:0003682
RNA binding (UBERON),GO:0003723
catalytic activity (UBERON),GO:0003824
nuclease activity (UBERON),GO:0004518
DNA nuclease activity (UBERON),GO:0004536
transmembrane signaling receptor activity (UBERON),GO:0004888
cytokine receptor activity (UBERON),GO:0004896
prolactin receptor activity (UBERON),GO:0004925
G protein-coupled receptor activity (UBERON),GO:0004930
calcitonin receptor activity (UBERON),GO:0004948
glucagon receptor activity (UBERON),GO:0004967
histamine receptor activity (UBERON),GO:0004969
melanocortin receptor activity (UBERON),GO:0004977
corticotropin receptor activity (UBERON),GO:0004978
G protein-coupled serotonin receptor activity (UBERON),GO:0004993
somatostatin receptor activity (UBERON),GO:0004994
vasopressin receptor activity (UBERON),GO:0005000
signaling receptor binding (UBERON),GO:0005102
cytokine receptor binding (UBERON),GO:0005126
vascular endothelial growth factor receptor binding (UBERON),GO:0005172
stem cell factor receptor binding (UBERON),GO:0005173
transporter activity (UBERON),GO:0005215
amine transmembrane transporter activity (UBERON),GO:0005275
acetylcholine transmembrane transporter activity (UBERON),GO:0005277
dicarboxylic acid transmembrane transporter activity (UBERON),GO:0005310
L-glutamate transmembrane transporter activity (UBERON),GO:0005313
phosphate transmembrane transporter activity (UBERON),GO:0005315
neurotransmitter transmembrane transporter activity (UBERON),GO:0005326
water transmembrane transporter activity (UBERON),GO:0005372
iron ion transmembrane transporter activity (UBERON),GO:0005381
binding (UBERON),GO:0005488
steroid binding (UBERON),GO:0005496
juvenile hormone binding (UBERON),GO:0005500
fatty acid binding (UBERON),GO:0005504
iron ion binding (UBERON),GO:0005506
calcium ion binding (UBERON),GO:0005509
protein binding (UBERON),GO:0005515
collagen binding (UBERON),GO:0005518
D-glucose binding (UBERON),GO:0005536
glycosaminoglycan binding (UBERON),GO:0005539
hyaluronic acid binding (UBERON),GO:0005540
phospholipid binding (UBERON),GO:0005543
cellular_component (UBERON),GO:0005575
extracellular region (UBERON),GO:0005576
fibrinogen complex (UBERON),GO:0005577
collagen trimer (UBERON),GO:0005581
fibrillar collagen trimer (UBERON),GO:0005583
collagen type I trimer (UBERON),GO:0005584
collagen type II trimer (UBERON),GO:0005585
collagen type III trimer (UBERON),GO:0005586
collagen type IV trimer (UBERON),GO:0005587
basement membrane (UBERON),GO:0005604
interstitial matrix (UBERON),GO:0005614
intracellular anatomical structure (UBERON),GO:0005622
nucleus (UBERON),GO:0005634
nuclear envelope (UBERON),GO:0005635
nuclear outer membrane (UBERON),GO:0005640
chromatin silencing complex (UBERON),GO:0005677
chromosome (UBERON),GO:0005694
nucleolus (UBERON),GO:0005730
cytoplasm (UBERON),GO:0005737
lysosome (UBERON),GO:0005764
lysosomal membrane (UBERON),GO:0005765
primary lysosome (UBERON),GO:0005766
vacuole (UBERON),GO:0005773
vacuolar membrane (UBERON),GO:0005774
vacuolar lumen (UBERON),GO:0005775
Golgi apparatus (UBERON),GO:0005794
Golgi-associated vesicle (UBERON),GO:0005798
lipid droplet (UBERON),GO:0005811
centriole (UBERON),GO:0005814
microtubule organizing center (UBERON),GO:0005815
cytosol (UBERON),GO:0005829
ribosome (UBERON),GO:0005840
cytoskeleton (UBERON),GO:0005856
microtubule (UBERON),GO:0005874
axonemal microtubule (UBERON),GO:0005879
nuclear microtubule (UBERON),GO:0005880
cytoplasmic microtubule (UBERON),GO:0005881
intermediate filament (UBERON),GO:0005882
neurofilament (UBERON),GO:0005883
actin filament (UBERON),GO:0005884
plasma membrane (UBERON),GO:0005886
microvillus (UBERON),GO:0005902
brush border (UBERON),GO:0005903
cell-cell junction (UBERON),GO:0005911
bicellular tight junction (UBERON),GO:0005923
cilium (UBERON),GO:0005929
axoneme (UBERON),GO:0005930
cell cortex (UBERON),GO:0005938
carbohydrate metabolic process (UBERON),GO:0005975
polysaccharide metabolic process (UBERON),GO:0005976
glycogen metabolic process (UBERON),GO:0005977
glycogen biosynthetic process (UBERON),GO:0005978
regulation of glycogen biosynthetic process (UBERON),GO:0005979
glycogen catabolic process (UBERON),GO:0005980
regulation of glycogen catabolic process (UBERON),GO:0005981
starch metabolic process (UBERON),GO:0005982
starch catabolic process (UBERON),GO:0005983
monosaccharide metabolic process (UBERON),GO:0005996
glucose metabolic process (UBERON),GO:0006006
glucose catabolic process (UBERON),GO:0006007
aminoglycan metabolic process (UBERON),GO:0006022
aminoglycan biosynthetic process (UBERON),GO:0006023
glycosaminoglycan biosynthetic process (UBERON),GO:0006024
aminoglycan catabolic process (UBERON),GO:0006026
glycosaminoglycan catabolic process (UBERON),GO:0006027
chitin metabolic process (UBERON),GO:0006030
chitin biosynthetic process (UBERON),GO:0006031
chitin catabolic process (UBERON),GO:0006032
amino sugar metabolic process (UBERON),GO:0006040
alcohol metabolic process (UBERON),GO:0006066
aldehyde metabolic process (UBERON),GO:0006081
acetate metabolic process (UBERON),GO:0006083
generation of precursor metabolites and energy (UBERON),GO:0006091
gluconeogenesis (UBERON),GO:0006094
regulation of carbohydrate metabolic process (UBERON),GO:0006109
regulation of gluconeogenesis (UBERON),GO:0006111
energy reserve metabolic process (UBERON),GO:0006112
nucleobase-containing compound metabolic process (UBERON),GO:0006139
DNA metabolic process (UBERON),GO:0006259
DNA catabolic process (UBERON),GO:0006308
apoptotic DNA fragmentation (UBERON),GO:0006309
DNA recombination (UBERON),GO:0006310
chromatin organization (UBERON),GO:0006325
chromatin remodeling (UBERON),GO:0006338
tRNA metabolic process (UBERON),GO:0006399
RNA catabolic process (UBERON),GO:0006401
RNA localization (UBERON),GO:0006403
RNA import into nucleus (UBERON),GO:0006404
RNA export from nucleus (UBERON),GO:0006405
tRNA export from nucleus (UBERON),GO:0006409
translation (UBERON),GO:0006412
translational initiation (UBERON),GO:0006413
translational elongation (UBERON),GO:0006414
translational termination (UBERON),GO:0006415
regulation of translation (UBERON),GO:0006417
regulation of translational initiation (UBERON),GO:0006446
regulation of translational elongation (UBERON),GO:0006448
regulation of translational termination (UBERON),GO:0006449
proteolysis (UBERON),GO:0006508
glycoprotein catabolic process (UBERON),GO:0006516
peptide metabolic process (UBERON),GO:0006518
amino acid metabolic process (UBERON),GO:0006520
regulation of amino acid metabolic process (UBERON),GO:0006521
glutamate metabolic process (UBERON),GO:0006536
L-glutamate catabolic process (UBERON),GO:0006538
modified amino acid metabolic process (UBERON),GO:0006575
biogenic amine metabolic process (UBERON),GO:0006576
acetylcholine catabolic process (UBERON),GO:0006581
catecholamine metabolic process (UBERON),GO:0006584
thyroid hormone generation (UBERON),GO:0006590
protein import into nucleus (UBERON),GO:0006606
protein export from nucleus (UBERON),GO:0006611
vacuolar protein processing (UBERON),GO:0006624
lipid metabolic process (UBERON),GO:0006629
fatty acid metabolic process (UBERON),GO:0006631
fatty acid biosynthetic process (UBERON),GO:0006633
phospholipid metabolic process (UBERON),GO:0006644
glycolipid metabolic process (UBERON),GO:0006664
sphingolipid metabolic process (UBERON),GO:0006665
ceramide metabolic process (UBERON),GO:0006672
glycosylceramide metabolic process (UBERON),GO:0006677
galactosylceramide metabolic process (UBERON),GO:0006681
galactosylceramide biosynthetic process (UBERON),GO:0006682
galactosylceramide catabolic process (UBERON),GO:0006683
glycosphingolipid metabolic process (UBERON),GO:0006687
glycosphingolipid biosynthetic process (UBERON),GO:0006688
steroid biosynthetic process (UBERON),GO:0006694
bile acid biosynthetic process (UBERON),GO:0006699
C21-steroid hormone biosynthetic process (UBERON),GO:0006700
progesterone biosynthetic process (UBERON),GO:0006701
glucocorticoid biosynthetic process (UBERON),GO:0006704
mineralocorticoid biosynthetic process (UBERON),GO:0006705
steroid catabolic process (UBERON),GO:0006706
progesterone catabolic process (UBERON),GO:0006709
mineralocorticoid catabolic process (UBERON),GO:0006712
glucocorticoid catabolic process (UBERON),GO:0006713
sesquiterpenoid metabolic process (UBERON),GO:0006714
juvenile hormone metabolic process (UBERON),GO:0006716
juvenile hormone biosynthetic process (UBERON),GO:0006718
juvenile hormone catabolic process (UBERON),GO:0006719
isoprenoid metabolic process (UBERON),GO:0006720
terpenoid metabolic process (UBERON),GO:0006721
cuticle hydrocarbon biosynthetic process (UBERON),GO:0006723
porphyrin-containing compound metabolic process (UBERON),GO:0006778
porphyrin-containing compound biosynthetic process (UBERON),GO:0006779
porphyrin-containing compound catabolic process (UBERON),GO:0006787
sulfur compound metabolic process (UBERON),GO:0006790
phosphorus metabolic process (UBERON),GO:0006793
transport (UBERON),GO:0006810
monoatomic ion transport (UBERON),GO:0006811
monoatomic cation transport (UBERON),GO:0006812
potassium ion transport (UBERON),GO:0006813
sodium ion transport (UBERON),GO:0006814
calcium ion transport (UBERON),GO:0006816
phosphate ion transport (UBERON),GO:0006817
iron ion transport (UBERON),GO:0006826
water transport (UBERON),GO:0006833
dicarboxylic acid transport (UBERON),GO:0006835
neurotransmitter transport (UBERON),GO:0006836
acetate transport (UBERON),GO:0006846
plasma membrane acetate transport (UBERON),GO:0006847
extracellular transport (UBERON),GO:0006858
extracellular amino acid transport (UBERON),GO:0006860
amino acid transport (UBERON),GO:0006865
lipid transport (UBERON),GO:0006869
intracellular monoatomic ion homeostasis (UBERON),GO:0006873
intracellular calcium ion homeostasis (UBERON),GO:0006874
intracellular iron ion homeostasis (UBERON),GO:0006879
intracellular sodium ion homeostasis (UBERON),GO:0006883
cell volume homeostasis (UBERON),GO:0006884
regulation of pH (UBERON),GO:0006885
intracellular protein transport (UBERON),GO:0006886
exocytosis (UBERON),GO:0006887
post-Golgi vesicle-mediated transport (UBERON),GO:0006892
Golgi to plasma membrane transport (UBERON),GO:0006893
Golgi to vacuole transport (UBERON),GO:0006896
endocytosis (UBERON),GO:0006897
vesicle budding from membrane (UBERON),GO:0006900
vesicle fusion (UBERON),GO:0006906
phagocytosis (UBERON),GO:0006909
nucleocytoplasmic transport (UBERON),GO:0006913
apoptotic process (UBERON),GO:0006915
cellular component disassembly involved in execution phase of apoptosis (UBERON),GO:0006921
inflammatory cell apoptotic process (UBERON),GO:0006925
chemotaxis (UBERON),GO:0006935
muscle contraction (UBERON),GO:0006936
regulation of muscle contraction (UBERON),GO:0006937
smooth muscle contraction (UBERON),GO:0006939
regulation of smooth muscle contraction (UBERON),GO:0006940
striated muscle contraction (UBERON),GO:0006941
regulation of striated muscle contraction (UBERON),GO:0006942
response to stress (UBERON),GO:0006950
defense response (UBERON),GO:0006952
inflammatory response (UBERON),GO:0006954
immune response (UBERON),GO:0006955
humoral immune response (UBERON),GO:0006959
organelle organization (UBERON),GO:0006996
nucleus organization (UBERON),GO:0006997
nuclear envelope organization (UBERON),GO:0006998
nucleolus organization (UBERON),GO:0007000
plasma membrane organization (UBERON),GO:0007009
cytoskeleton organization (UBERON),GO:0007010
actin filament organization (UBERON),GO:0007015
microtubule-based process (UBERON),GO:0007017
microtubule-based movement (UBERON),GO:0007018
microtubule depolymerization (UBERON),GO:0007019
microtubule nucleation (UBERON),GO:0007020
negative regulation of microtubule depolymerization (UBERON),GO:0007026
negative regulation of axonemal microtubule depolymerization (UBERON),GO:0007027
cytoplasm organization (UBERON),GO:0007028
Golgi organization (UBERON),GO:0007030
vacuole organization (UBERON),GO:0007033
vacuolar transport (UBERON),GO:0007034
vacuolar calcium ion homeostasis (UBERON),GO:0007036
protein catabolic process in the vacuole (UBERON),GO:0007039
lysosome organization (UBERON),GO:0007040
lysosomal transport (UBERON),GO:0007041
cell-cell junction assembly (UBERON),GO:0007043
cell cycle (UBERON),GO:0007049
chromosome segregation (UBERON),GO:0007059
mitotic chromosome condensation (UBERON),GO:0007076
mitotic nuclear membrane disassembly (UBERON),GO:0007077
regulation of mitotic nuclear division (UBERON),GO:0007088
nuclear migration (UBERON),GO:0007097
endomitotic cell cycle (UBERON),GO:0007113
meiosis II (UBERON),GO:0007135
male meiotic nuclear division (UBERON),GO:0007140
male meiosis II (UBERON),GO:0007142
female meiotic nuclear division (UBERON),GO:0007143
female meiosis II (UBERON),GO:0007147
cell communication (UBERON),GO:0007154
cell adhesion (UBERON),GO:0007155
leukocyte cell-cell adhesion (UBERON),GO:0007159
negative regulation of cell adhesion (UBERON),GO:0007162
establishment or maintenance of cell polarity (UBERON),GO:0007163
signal transduction (UBERON),GO:0007165
cell surface receptor signaling pathway (UBERON),GO:0007166
G protein-coupled receptor signaling pathway (UBERON),GO:0007186
positive regulation of cytosolic calcium ion concentration (UBERON),GO:0007204
G protein-coupled acetylcholine receptor signaling pathway (UBERON),GO:0007213
gamma-aminobutyric acid signaling pathway (UBERON),GO:0007214
glutamate receptor signaling pathway (UBERON),GO:0007215
G protein-coupled glutamate receptor signaling pathway (UBERON),GO:0007216
neuropeptide signaling pathway (UBERON),GO:0007218
cell-cell signaling (UBERON),GO:0007267
chemical synaptic transmission (UBERON),GO:0007268
neurotransmitter secretion (UBERON),GO:0007269
"synaptic transmission, cholinergic (UBERON)",GO:0007271
ensheathment of neurons (UBERON),GO:0007272
neuromuscular synaptic transmission (UBERON),GO:0007274
multicellular organism development (UBERON),GO:0007275
gamete generation (UBERON),GO:0007276
germ cell development (UBERON),GO:0007281
spermatogenesis (UBERON),GO:0007283
spermatogonial cell division (UBERON),GO:0007284
primary spermatocyte growth (UBERON),GO:0007285
spermatid development (UBERON),GO:0007286
sperm axoneme assembly (UBERON),GO:0007288
spermatid nucleus differentiation (UBERON),GO:0007289
female gamete generation (UBERON),GO:0007292
germarium-derived egg chamber formation (UBERON),GO:0007293
follicle cell of egg chamber migration (UBERON),GO:0007297
chorion-containing eggshell formation (UBERON),GO:0007304
vitelline membrane formation involved in chorion-containing eggshell formation (UBERON),GO:0007305
egg chorion assembly (UBERON),GO:0007306
oocyte construction (UBERON),GO:0007308
oocyte axis specification (UBERON),GO:0007309
oocyte anterior/posterior axis specification (UBERON),GO:0007314
insemination (UBERON),GO:0007320
single fertilization (UBERON),GO:0007338
egg activation (UBERON),GO:0007343
regulation of mitotic cell cycle (UBERON),GO:0007346
blastoderm segmentation (UBERON),GO:0007350
tripartite regional subdivision (UBERON),GO:0007351
"zygotic determination of anterior/posterior axis, embryo (UBERON)",GO:0007354
gastrulation (UBERON),GO:0007369
amnioserosa formation (UBERON),GO:0007378
pattern specification process (UBERON),GO:0007389
ectoderm development (UBERON),GO:0007398
nervous system development (UBERON),GO:0007399
neuroblast proliferation (UBERON),GO:0007405
negative regulation of neuroblast proliferation (UBERON),GO:0007406
neuroblast activation (UBERON),GO:0007407
axonogenesis (UBERON),GO:0007409
synapse assembly (UBERON),GO:0007416
central nervous system development (UBERON),GO:0007417
ventral midline development (UBERON),GO:0007418
ventral cord development (UBERON),GO:0007419
brain development (UBERON),GO:0007420
peripheral nervous system development (UBERON),GO:0007422
sensory organ development (UBERON),GO:0007423
open tracheal system development (UBERON),GO:0007424
salivary gland development (UBERON),GO:0007431
salivary gland morphogenesis (UBERON),GO:0007435
ectodermal digestive tract development (UBERON),GO:0007439
foregut morphogenesis (UBERON),GO:0007440
hindgut morphogenesis (UBERON),GO:0007442
Malpighian tubule morphogenesis (UBERON),GO:0007443
imaginal disc development (UBERON),GO:0007444
imaginal disc growth (UBERON),GO:0007446
eye-antennal disc morphogenesis (UBERON),GO:0007455
antennal development (UBERON),GO:0007469
wing disc morphogenesis (UBERON),GO:0007472
imaginal disc-derived wing morphogenesis (UBERON),GO:0007476
leg disc morphogenesis (UBERON),GO:0007478
imaginal disc-derived leg morphogenesis (UBERON),GO:0007480
haltere disc morphogenesis (UBERON),GO:0007481
haltere development (UBERON),GO:0007482
histoblast morphogenesis (UBERON),GO:0007488
endoderm development (UBERON),GO:0007492
midgut development (UBERON),GO:0007494
mesoderm development (UBERON),GO:0007498
fat body development (UBERON),GO:0007503
gonadal mesoderm development (UBERON),GO:0007506
heart development (UBERON),GO:0007507
hemocyte development (UBERON),GO:0007516
