Class ID,Preferred Label,Synonyms,Definitions
RID40101,zone of body of scapula,,
RID40102,superior part of body of scapula,,
RID40103,superior part of body of right scapula,,
RID40104,superior part of body of left scapula,,
RID40105,inferior part of body of scapula,,
RID40106,inferior part of body of right scapula,,
RID40107,inferior part of body of left scapula,,
RID40108,zone of superior part of body of scapula,,
RID40109,notch region of scapula,,
RID40110,notch region of right scapula,,
RID40111,notch region of left scapula,,
RID40112,superior angle of right scapula,,
RID40113,superior angle of left scapula,,
RID40114,superior part proper of body of scapula,,
RID40115,supraspinal part proper of body of right scapula,,
RID40116,supraspinal part proper of body of left scapula,,
RID40117,anterior zone of superior part proper of body of scapula,,
RID40118,anterior zone of superior part proper of body of right scapula,,
RID40119,anterior zone of superior part proper of body of left scapula,,
RID40120,posterior zone of superior part proper of body of scapula,,
RID40121,posterior zone of superior part proper of body of right scapula,,
RID40122,posterior zone of superior part proper of body of left scapula,,
RID40125,lateral region of posterior zone of superior part proper of body of scapula,,
RID40126,lateral region of posterior zone of superior part proper of body of right scapula,,
RID40127,lateral region of posterior zone of superior part proper of body of left scapula,,
RID40128,zone of inferior part of body of scapula,,
RID40129,inferior part proper of body of scapula,,
RID40130,inferior part proper of body of right scapula,,
RID40131,inferior part proper of body of left scapula,,
RID40132,inferior angle of right scapula,,
RID40133,inferior angle of left scapula,,
RID40134,anterior zone of inferior part proper of body of scapula,,
RID40135,anterior zone of inferior part proper of body of right scapula,,
RID40136,anterior zone of inferior part proper of body of left scapula,,
RID40139,area of origin of infraspinatus,,
RID40140,area of origin of right infraspinatus,,
RID40141,area of origin of left infraspinatus,,
RID40142,lateral zone of infraspinous fossa,,
RID40143,lateral zone of right infraspinous fossa,,
RID40144,lateral zone of left infraspinous fossa,,
RID40145,lateral region of inferior part of body of scapula,,
RID40146,lateral region of inferior part of body of right scapula,,
RID40147,lateral region of inferior part of body of left scapula,,
RID40148,anterior zone of lateral region of inferior part of body of scapula,,
RID40149,anterior zone of lateral region of inferior part of body of right scapula,,
RID40150,anterior zone of lateral region of inferior part of body of left scapula,,
RID40151,posterior zone of lateral region of inferior part of body of scapula,,
RID40152,posterior zone of lateral region of inferior part of body of right scapula,,
RID40153,posterior zone of lateral region of inferior part of body of left scapula,,
RID40154,area of origin of teres minor,,
RID40155,area of origin of right teres minor,,
RID40156,area of origin of left teres minor,,
RID40157,area of origin of teres major,,
RID40158,area of origin of right teres major,,
RID40159,area of origin of left teres major,,
RID40160,anterior zone of inferior angle of scapula,,
RID40161,anterior zone of inferior angle of right scapula,,
RID40162,anterior zone of inferior angle of left scapula,,
RID40163,posterior zone of inferior angle of scapula,,
RID40164,posterior zone of inferior angle of right scapula,,
RID40165,posterior zone of inferior angle of left scapula,,
RID40168,anterior zone of body of scapula,,
RID40169,anterior zone of body of right scapula,,
RID40170,anterior zone of body of left scapula,,
RID40171,posterior zone of body of scapula,,
RID40172,posterior zone of body of right scapula,,
RID40173,posterior zone of body of left scapula,,
RID40174,subscapular fossa,,
RID40175,right subscapular fossa,,
RID40176,left subscapular fossa,,
RID40177,glenoid cavity region of scapula,,
RID40178,glenoid cavity region of right scapula,,
RID40179,glenoid cavity region of left scapula,,
RID40180,glenoidal rim of scapula,,
RID40181,glenoidal rim of right scapula,,
RID40182,glenoidal rim of left scapula,,
RID40183,anterior region of glenoidal rim of scapula,,
RID40184,anterior region of glenoidal rim of right scapula,,
RID40185,anterior region of glenoidal rim of left scapula,,
RID40186,posterior region of glenoidal rim of scapula,,
RID40187,posterior region of glenoidal rim of right scapula,,
RID40188,posterior region of glenoidal rim of left scapula,,
RID40466,transverse process of vertebra,,
RID40467,transverse process of cervical vertebra,,
RID40468,transverse process of atlas,,
RID40469,right transverse process of atlas,,
RID40470,left transverse process of atlas,,
RID40471,transverse process of axis,,
RID40472,right transverse process of axis,,
RID40473,left transverse process of axis,,
RID40474,transverse process of third cervical vertebra,,
RID40475,right transverse process of third cervical vertebra,,
RID40476,left transverse process of third cervical vertebra,,
RID40477,transverse process of fourth cervical vertebra,,
RID40478,right transverse process of fourth cervical vertebra,,
RID40479,left transverse process of fourth cervical vertebra,,
RID40480,transverse process of fifth cervical vertebra,,
RID40481,right transverse process of fifth cervical vertebra,,
RID40482,left transverse process of fifth cervical vertebra,,
RID40483,transverse process of sixth cervical vertebra,,
RID40484,right transverse process of sixth cervical vertebra,,
RID40485,left transverse process of sixth cervical vertebra,,
RID40486,transverse process of seventh cervical vertebra,,
RID40487,right transverse process of seventh cervical vertebra,,
RID40488,left transverse process of seventh cervical vertebra,,
RID40827,lateral zone of greater tubercle of humerus,,
RID40828,lateral zone of greater tubercle of right humerus,,
RID40829,lateral zone of greater tubercle of left humerus,,
RID41004,zone of diaphysis,,
RID41005,zone of diaphysis of humerus,,
RID41006,medial zone of diaphysis of humerus,,
RID41007,medial zone of diaphysis of right humerus,,
RID41008,medial zone of diaphysis of left humerus,,
RID41009,lateral zone of diaphysis of humerus,,
RID41010,lateral zone of diaphysis of right humerus,,
RID41011,lateral zone of diaphysis of left humerus,,
RID41012,proximal part of diaphysis of humerus,,
RID41013,proximal part of diaphysis of right humerus,,
RID41014,proximal part of diaphysis of left humerus,,
RID41015,area of insertion of coracobrachialis,,
RID41016,area of insertion of right coracobrachialis,,
RID41017,area of insertion of left coracobrachialis,,
RID41018,area of origin of brachialis,,
RID41019,area of origin of right brachialis,,
RID41020,area of origin of left brachialis,,
RID41740,right clavicle,,
RID41741,left clavicle,,
RID41742,intertubercular region of humerus,,
RID41743,intertubercular region of right humerus,,
RID41744,intertubercular region of left humerus,,
RID41745,anterior zone of greater tubercle of humerus,,
RID41746,anterior zone of greater tubercle of right humerus,,
RID41747,anterior zone of greater tubercle of left humerus,,
RID41786,diaphysis of clavicle,,
RID41787,diaphysis of right clavicle,,
RID41788,diaphysis of left clavicle,,
RID41789,diaphysis of humerus,,
RID41790,diaphysis of right humerus,,
RID41791,diaphysis of left humerus,,
RID41792,diaphysis of right radius,,
RID41793,diaphysis of left radius,,
RID41794,diaphysis of ulna,,
RID41795,diaphysis of right ulna,,
RID41796,diaphysis of left ulna,,
RID41797,diaphysis of phalanx of hand,,
RID41798,diaphysis of metacarpal bone,,
RID41799,diaphysis of first metacarpal bone,,
RID41800,diaphysis of right first metacarpal bone,,
RID41801,diaphysis of left first metacarpal bone,,
RID41802,diaphysis of second metacarpal bone,,
RID41803,diaphysis of right second metacarpal bone,,
RID41804,diaphysis of left second metacarpal bone,,
RID41805,diaphysis of third metacarpal bone,,
RID41806,diaphysis of right third metacarpal bone,,
RID41807,diaphysis of left third metacarpal bone,,
RID41808,diaphysis of fourth metacarpal bone,,
RID41809,diaphysis of right fourth metacarpal bone,,
RID41810,diaphysis of left fourth metacarpal bone,,
RID41811,diaphysis of fifth metacarpal bone,,
RID41812,diaphysis of right fifth metacarpal bone,,
RID41813,diaphysis of left fifth metacarpal bone,,
RID41814,diaphysis of phalanx of finger,,
RID41815,diaphysis of phalanx of thumb,,
RID41816,diaphysis of phalanx of right thumb,,
RID41817,diaphysis of phalanx of left thumb,,
RID41818,diaphysis of proximal phalanx of thumb,,
RID41819,diaphysis of proximal phalanx of right thumb,,
RID41820,diaphysis of proximal phalanx of left thumb,,
RID41821,diaphysis of distal phalanx of thumb,,
RID41822,diaphysis of distal phalanx of right thumb,,
RID41823,diaphysis of distal phalanx of left thumb,,
RID41824,diaphysis of phalanx of index finger,,
RID41825,diaphysis of proximal phalanx of index finger,,
RID41826,diaphysis of proximal phalanx of right index finger,,
RID41827,diaphysis of proximal phalanx of left index finger,,
RID41828,diaphysis of middle phalanx of index finger,,
RID41829,diaphysis of middle phalanx of right index finger,,
RID41830,diaphysis of middle phalanx of left index finger,,
RID41831,diaphysis of distal phalanx of index finger,,
RID41832,diaphysis of distal phalanx of right index finger,,
RID41833,diaphysis of distal phalanx of left index finger,,
RID41834,diaphysis of phalanx of middle finger,,
RID41835,diaphysis of proximal phalanx of middle finger,,
RID41836,diaphysis of proximal phalanx of right middle finger,,
RID41837,diaphysis of proximal phalanx of left middle finger,,
RID41838,diaphysis of middle phalanx of middle finger,,
RID41839,diaphysis of middle phalanx of right middle finger,,
RID41840,diaphysis of middle phalanx of left middle finger,,
RID41841,diaphysis of distal phalanx of middle finger,,
RID41842,diaphysis of distal phalanx of right middle finger,,
RID41843,diaphysis of distal phalanx of left middle finger,,
RID41844,diaphysis of phalanx of ring finger,,
RID41845,diaphysis of proximal phalanx of ring finger,,
RID41846,diaphysis of proximal phalanx of right ring finger,,
RID41847,diaphysis of proximal phalanx of left ring finger,,
RID41848,diaphysis of middle phalanx of ring finger,,
RID41849,diaphysis of middle phalanx of right ring finger,,
RID41850,diaphysis of middle phalanx of left ring finger,,
RID41851,diaphysis of distal phalanx of ring finger,,
RID41852,diaphysis of distal phalanx of right ring finger,,
RID41853,diaphysis of distal phalanx of left ring finger,,
RID41854,diaphysis of phalanx of little finger,,
RID41855,diaphysis of proximal phalanx of little finger,,
RID41856,diaphysis of proximal phalanx of right little finger,,
RID41857,diaphysis of proximal phalanx of left little finger,,
RID41858,diaphysis of middle phalanx of little finger,,
RID41859,diaphysis of middle phalanx of right little finger,,
RID41860,diaphysis of middle phalanx of left little finger,,
RID41861,diaphysis of distal phalanx of little finger,,
RID41862,diaphysis of distal phalanx of right little finger,,
RID41863,diaphysis of distal phalanx of left little finger,,
RID41864,diaphysis of femur,,
RID41865,diaphysis of right femur,,
RID41866,diaphysis of left femur,,
RID41867,diaphysis of right fibula,,
RID41868,diaphysis of left fibula,,
RID41869,diaphysis of right tibia,,
RID41870,diaphysis of left tibia,,
RID41871,diaphysis of metatarsal bone,,
RID41872,diaphysis of first metatarsal bone,,
RID41873,diaphysis of right first metatarsal bone,,
RID41874,diaphysis of left first metatarsal bone,,
RID41875,diaphysis of second metatarsal bone,,
RID41876,diaphysis of right second metatarsal bone,,
RID41877,diaphysis of left second metatarsal bone,,
RID41878,diaphysis of third metatarsal bone,,
RID41879,diaphysis of right third metatarsal bone,,
RID41880,diaphysis of left third metatarsal bone,,
RID41881,diaphysis of fourth metatarsal bone,,
RID41882,diaphysis of right fourth metatarsal bone,,
RID41883,diaphysis of left fourth metatarsal bone,,
RID41884,diaphysis of fifth metatarsal bone,,
RID41885,diaphysis of right fifth metatarsal bone,,
RID41886,diaphysis of left fifth metatarsal bone,,
RID41887,diaphysis of phalanx of foot,,
RID41888,diaphysis of phalanx of toe,,
RID41889,diaphysis of phalanx of big toe,,
RID41890,diaphysis of proximal phalanx of big toe,,
RID41891,diaphysis of proximal phalanx of right big toe,,
RID41892,diaphysis of proximal phalanx of left big toe,,
RID41893,diaphysis of distal phalanx of big toe,,
RID41894,diaphysis of distal phalanx of right big toe,,
RID41895,diaphysis of distal phalanx of left big toe,,
RID41896,diaphysis of phalanx of second toe,,
RID41897,diaphysis of proximal phalanx of second toe,,
RID41898,diaphysis of proximal phalanx of right second toe,,
RID41899,diaphysis of proximal phalanx of left second toe,,
RID41900,diaphysis of middle phalanx of second toe,,
RID41901,diaphysis of middle phalanx of right second toe,,
RID41902,diaphysis of middle phalanx of left second toe,,
RID41903,diaphysis of distal phalanx of second toe,,
RID41904,diaphysis of distal phalanx of right second toe,,
RID41905,diaphysis of distal phalanx of left second toe,,
RID41906,diaphysis of phalanx of third toe,,
RID41907,diaphysis of proximal phalanx of third toe,,
RID41908,diaphysis of proximal phalanx of right third toe,,
RID41909,diaphysis of proximal phalanx of left third toe,,
RID41910,diaphysis of middle phalanx of third toe,,
RID41911,diaphysis of middle phalanx of right third toe,,
RID41912,diaphysis of middle phalanx of left third toe,,
RID41913,diaphysis of distal phalanx of third toe,,
RID41914,diaphysis of distal phalanx of right third toe,,
RID41915,diaphysis of distal phalanx of left third toe,,
RID41916,diaphysis of phalanx of fourth toe,,
RID41917,diaphysis of proximal phalanx of fourth toe,,
RID41918,diaphysis of proximal phalanx of right fourth toe,,
RID41919,diaphysis of proximal phalanx of left fourth toe,,
RID41920,diaphysis of middle phalanx of fourth toe,,
RID41921,diaphysis of middle phalanx of right fourth toe,,
RID41922,diaphysis of middle phalanx of left fourth toe,,
RID41923,diaphysis of distal phalanx of fourth toe,,
RID41924,diaphysis of distal phalanx of right fourth toe,,
RID41925,diaphysis of distal phalanx of left fourth toe,,
RID41926,diaphysis of phalanx of little toe,,
RID41927,diaphysis of proximal phalanx of little toe,,
RID41928,diaphysis of proximal phalanx of right little toe,,
RID41929,diaphysis of proximal phalanx of left little toe,,
RID41930,diaphysis of middle phalanx of little toe,,
RID41931,diaphysis of middle phalanx of right little toe,,
RID41932,diaphysis of middle phalanx of left little toe,,
RID41933,diaphysis of distal phalanx of little toe,,
RID41934,diaphysis of distal phalanx of right little toe,,
RID41935,diaphysis of distal phalanx of left little toe,,
RID41945,right humerus,,
RID41946,left humerus,,
RID41947,sternal end of right clavicle,,
RID41948,sternal end of left clavicle,,
RID42040,zone of diaphysis of clavicle,,
RID42041,lateral region of diaphysis of clavicle,,
RID42042,lateral region of diaphysis of right clavicle,,
RID42043,lateral region of diaphysis of left clavicle,,
RID42044,middle region of diaphysis of clavicle,,
RID42045,middle region of diaphysis of right clavicle,,
RID42046,middle region of diaphysis of left clavicle,,
RID42047,medial region of diaphysis of clavicle,,
RID42048,medial region of diaphysis of right clavicle,,
RID42049,medial region of diaphysis of left clavicle,,
RID42050,area of origin of clavicular part of deltoid,,
RID42051,area of origin of clavicular part of right deltoid,,
RID42052,area of origin of clavicular part of left deltoid,,
RID42053,area of insertion of trapezius,,
RID42054,area of insertion of right trapezius,,
RID42055,area of insertion of left trapezius,,
RID42122,zone of bone crest,,
RID42123,lateral lip of bicipital groove,,
RID42124,lateral lip of right bicipital groove,,
RID42125,lateral lip of left bicipital groove,,
RID42126,medial lip of bicipital groove,,
RID42127,medial lip of right bicipital groove,,
RID42128,medial lip of left bicipital groove,,
RID42129,area of insertion of teres major,,
RID42130,area of insertion of right teres major,,
RID42131,area of insertion of left teres major,,
RID42132,area of insertion of latissimus dorsi,,
RID42133,area of insertion of right latissimus dorsi,,
RID42134,area of insertion of left latissimus dorsi,,
RID42135,area of insertion of pectoralis major,,
RID42136,area of insertion of right pectoralis major,,
RID42137,area of insertion of left pectoralis major,,
RID42223,right suprascapular notch,,
RID42224,left suprascapular notch,,
RID42233,acromial end of clavicle,,
RID42234,acromial end of right clavicle,,
RID42235,acromial end of left clavicle,,
RID42244,head of long bone,,
RID42245,head of rib,,
RID42246,head of first rib,,
RID42247,head of right first rib,,
RID42248,head of left first rib,,
RID42249,head of second rib,,
RID42250,head of right second rib,,
RID42251,head of left second rib,,
RID42252,head of third rib,,
RID42253,head of right third rib,,
RID42254,head of left third rib,,
RID42255,head of fourth rib,,
RID42256,head of right fourth rib,,
RID42257,head of left fourth rib,,
RID42258,head of fifth rib,,
RID42259,head of right fifth rib,,
RID42260,head of left fifth rib,,
RID42261,head of sixth rib,,
RID42262,head of right sixth rib,,
RID42263,head of left sixth rib,,
RID42264,head of seventh rib,,
RID42265,head of right seventh rib,,
RID42266,head of left seventh rib,,
RID42267,head of eighth rib,,
RID42268,head of right eighth rib,,
RID42269,head of left eighth rib,,
RID42270,head of ninth rib,,
RID42271,head of right ninth rib,,
RID42272,head of left ninth rib,,
RID42273,head of tenth rib,,
RID42274,head of right tenth rib,,
RID42275,head of left tenth rib,,
RID42276,head of eleventh rib,,
RID42277,head of right eleventh rib,,
RID42278,head of left eleventh rib,,
RID42279,head of twelfth rib,,
RID42280,head of right twelfth rib,,
RID42281,head of left twelfth rib,,
RID42282,head of right femur,,
RID42283,head of left femur,,
RID42284,head of right radius,,
RID42285,head of left radius,,
RID42286,head of ulna,,
RID42287,head of right ulna,,
RID42288,head of left ulna,,
RID42472,proximal part of diaphysis,,
RID42473,proximal part of diaphysis of femur,,
RID42474,proximal part of diaphysis of right femur,,
RID42475,proximal part of diaphysis of left femur,,
RID42476,distal part of diaphysis,,
RID42477,distal part of diaphysis of humerus,,
RID42478,diaphysis proper,,
RID42479,diaphysis proper of humerus,,
RID42480,diaphysis proper of right humerus,,
RID42481,diaphysis proper of left humerus,,
RID42482,diaphysis proper of radius,,
RID42483,diaphysis proper of right radius,,
RID42484,diaphysis proper of left radius,,
RID42485,diaphysis proper of ulna,,
RID42486,diaphysis proper of right ulna,,
RID42487,diaphysis proper of left ulna,,
RID42488,diaphysis proper of femur,,
RID42489,diaphysis proper of right femur,,
RID42490,diaphysis proper of left femur,,
RID42491,diaphysis proper of fibula,,
RID42492,diaphysis proper of right fibula,,
RID42493,diaphysis proper of left fibula,,
RID42494,diaphysis proper of tibia,,
RID42495,diaphysis proper of right tibia,,
RID42496,diaphysis proper of left tibia,,
RID42497,diaphysis proper of metacarpal bone,,
RID42498,diaphysis proper of first metacarpal bone,,
RID42499,diaphysis proper of right first metacarpal bone,,
RID42500,diaphysis proper of left first metacarpal bone,,
RID42501,diaphysis proper of second metacarpal bone,,
RID42502,diaphysis proper of right second metacarpal bone,,
RID42503,diaphysis proper of left second metacarpal bone,,
RID42504,diaphysis proper of third metacarpal bone,,
RID42505,diaphysis proper of right third metacarpal bone,,
RID42506,diaphysis proper of left third metacarpal bone,,
RID42507,diaphysis proper of fourth metacarpal bone,,
RID42508,diaphysis proper of right fourth metacarpal bone,,
RID42509,diaphysis proper of left fourth metacarpal bone,,
RID42510,diaphysis proper of fifth metacarpal bone,,
RID42511,diaphysis proper of right fifth metacarpal bone,,
RID42512,diaphysis proper of left fifth metacarpal bone,,
RID42513,diaphysis proper of metatarsal bone,,
RID42514,diaphysis proper of first metatarsal bone,,
RID42515,diaphysis proper of right first metatarsal bone,,
RID42516,diaphysis proper of left first metatarsal bone,,
RID42517,diaphysis proper of second metatarsal bone,,
RID42518,diaphysis proper of right second metatarsal bone,,
RID42519,diaphysis proper of left second metatarsal bone,,
RID42520,diaphysis proper of third metatarsal bone,,
RID42521,diaphysis proper of right third metatarsal bone,,
RID42522,diaphysis proper of left third metatarsal bone,,
RID42523,diaphysis proper of fourth metatarsal bone,,
RID42524,diaphysis proper of right fourth metatarsal bone,,
RID42525,diaphysis proper of left fourth metatarsal bone,,
RID42526,diaphysis proper of fifth metatarsal bone,,
RID42527,diaphysis proper of right fifth metatarsal bone,,
RID42528,diaphysis proper of left fifth metatarsal bone,,
RID42529,zone of diaphysis proper of ulna,,
RID42530,proximal third of diaphysis of ulna,,
RID42531,middle third of diaphysis of ulna,,
RID42532,distal third of diaphysis of ulna,,
RID42535,intertubercular region of diaphysis of humerus,,
RID42536,intertubercular region of diaphysis of right humerus,,
RID42537,intertubercular region of diaphysis of left humerus,,
RID42538,anteroinferior zone of greater tubercle of humerus,,
RID42539,anteroinferior zone of greater tubercle of right humerus,,
RID42540,anteroinferior zone of greater tubercle of left humerus,,
RID42541,inferolateral zone of greater tubercle of humerus,,
RID42542,inferolateral zone of greater tubercle of right humerus,,
RID42543,inferolateral zone of greater tubercle of left humerus,,
RID42692,zone of glenoid labrum,,
RID42693,anterosuperior zone of glenoid labrum,,
RID42694,anterosuperior zone of right glenoid labrum,,
RID42695,anterosuperior zone of left glenoid labrum,,
RID42696,posterosuperior zone of glenoid labrum,,
RID42697,posterosuperior zone of right glenoid labrum,,
RID42698,posterosuperior zone of left glenoid labrum,,
RID42699,posteroinferior zone of glenoid labrum,,
RID42700,posteroinferior zone of right glenoid labrum,,
RID42701,posteroinferior zone of left glenoid labrum,,
RID42702,anteroinferior zone of glenoid labrum,,
RID42703,anteroinferior zone of right glenoid labrum,,
RID42704,anteroinferior zone of left glenoid labrum,,
RID42705,superior zone of glenoid labrum,,
RID42706,superior zone of right glenoid labrum,,
RID42707,superior zone of left glenoid labrum,,
RID42708,inferior zone of glenoid labrum,,
RID42709,inferior zone of right glenoid labrum,,
RID42710,inferior zone of left glenoid labrum,,
RID42711,anterior zone of glenoid labrum,,
RID42712,anterior zone of right glenoid labrum,,
RID42713,anterior zone of left glenoid labrum,,
RID42714,posterior zone of glenoid labrum,,
RID42715,posterior zone of right glenoid labrum,,
RID42716,posterior zone of left glenoid labrum,,
RID42720,right ulna,,
RID42721,left ulna,,
RID42762,proximal metaphysis,,
RID42763,proximal metaphysis of humerus,,
RID42764,proximal metaphysis of right humerus,,
RID42765,proximal metaphysis of left humerus,,
RID42766,proximal metaphysis of radius,,
RID42767,proximal metaphysis of right radius,,
RID42768,proximal metaphysis of left radius,,
RID42769,proximal metaphysis of ulna,,
RID42770,proximal metaphysis of right ulna,,
RID42771,proximal metaphysis of left ulna,,
RID42772,proximal metaphysis of femur,,
RID42773,proximal metaphysis of right femur,,
RID42774,proximal metaphysis of left femur,,
RID42775,proximal metaphysis of metacarpal bone,,
RID42776,proximal metaphysis of first metacarpal bone,,
RID42777,proximal metaphysis of right first metacarpal bone,,
RID42778,proximal metaphysis of left first metacarpal bone,,
RID42779,proximal metaphysis of second metacarpal bone,,
RID42780,proximal metaphysis of right second metacarpal bone,,
RID42781,proximal metaphysis of left second metacarpal bone,,
RID42782,proximal metaphysis of third metacarpal bone,,
RID42783,proximal metaphysis of right third metacarpal bone,,
RID42784,proximal metaphysis of left third metacarpal bone,,
RID42785,proximal metaphysis of fourth metacarpal bone,,
RID42786,proximal metaphysis of right fourth metacarpal bone,,
RID42787,proximal metaphysis of left fourth metacarpal bone,,
RID42788,proximal metaphysis of fifth metacarpal bone,,
RID42789,proximal metaphysis of right fifth metacarpal bone,,
RID42790,proximal metaphysis of left fifth metacarpal bone,,
RID42791,proximal metaphysis of phalanx of finger,,
RID42792,proximal metaphysis of phalanx of thumb,,
RID42793,proximal metaphysis of proximal phalanx of thumb,,
RID42794,proximal metaphysis of proximal phalanx of right thumb,,
RID42795,proximal metaphysis of proximal phalanx of left thumb,,
RID42796,proximal metaphysis of distal phalanx of thumb,,
RID42797,proximal metaphysis of distal phalanx of right thumb,,
RID42798,proximal metaphysis of distal phalanx of left thumb,,
RID42799,proximal metaphysis of phalanx of index finger,,
RID42800,proximal metaphysis of proximal phalanx of index finger,,
RID42801,proximal metaphysis of proximal phalanx of right index finger,,
RID42802,proximal metaphysis of proximal phalanx of left index finger,,
RID42803,proximal metaphysis of middle phalanx of index finger,,
RID42804,proximal metaphysis of middle phalanx of right index finger,,
RID42805,proximal metaphysis of middle phalanx of left index finger,,
RID42806,proximal metaphysis of distal phalanx of index finger,,
RID42807,proximal metaphysis of distal phalanx of right index finger,,
RID42808,proximal metaphysis of distal phalanx of left index finger,,
RID42809,proximal metaphysis of phalanx of middle finger,,
RID42810,proximal metaphysis of proximal phalanx of middle finger,,
RID42811,proximal metaphysis of proximal phalanx of right middle finger,,
RID42812,proximal metaphysis of proximal phalanx of left middle finger,,
RID42813,proximal metaphysis of middle phalanx of middle finger,,
RID42814,proximal metaphysis of middle phalanx of right middle finger,,
RID42815,proximal metaphysis of middle phalanx of left middle finger,,
RID42816,proximal metaphysis of distal phalanx of middle finger,,
RID42817,proximal metaphysis of distal phalanx of right middle finger,,
RID42818,proximal metaphysis of distal phalanx of left middle finger,,
RID42819,proximal metaphysis of phalanx of ring finger,,
RID42820,proximal metaphysis of proximal phalanx of ring finger,,
RID42821,proximal metaphysis of proximal phalanx of right ring finger,,
RID42822,proximal metaphysis of proximal phalanx of left ring finger,,
RID42823,proximal metaphysis of middle phalanx of ring finger,,
RID42824,proximal metaphysis of middle phalanx of right ring finger,,
RID42825,proximal metaphysis of middle phalanx of left ring finger,,
RID42826,proximal metaphysis of distal phalanx of ring finger,,
RID42827,proximal metaphysis of distal phalanx of right ring finger,,
RID42828,proximal metaphysis of distal phalanx of left ring finger,,
RID42829,proximal metaphysis of phalanx of little finger,,
RID42830,proximal metaphysis of proximal phalanx of little finger,,
RID42831,proximal metaphysis of proximal phalanx of right little finger,,
RID42832,proximal metaphysis of proximal phalanx of left little finger,,
RID42833,proximal metaphysis of middle phalanx of little finger,,
RID42834,proximal metaphysis of middle phalanx of right little finger,,
RID42835,proximal metaphysis of middle phalanx of left little finger,,
RID42836,proximal metaphysis of distal phalanx of little finger,,
RID42837,proximal metaphysis of distal phalanx of right little finger,,
RID42838,proximal metaphysis of distal phalanx of left little finger,,
RID42839,proximal metaphysis of metatarsal bone,,
RID42840,proximal metaphysis of first metatarsal bone,,
RID42841,proximal metaphysis of second metatarsal bone,,
RID42842,proximal metaphysis of third metatarsal bone,,
RID42843,proximal metaphysis of fourth metatarsal bone,,
RID42844,proximal metaphysis of fifth metatarsal bone,,
RID42845,distal metaphysis,,
RID42846,distal metaphysis of humerus,,
RID42847,distal metaphysis of right humerus,,
RID42848,distal metaphysis of left humerus,,
RID42849,distal metaphysis of radius,,
RID42850,distal metaphysis of right radius,,
RID42851,distal metaphysis of left radius,,
RID42852,distal metaphysis of ulna,,
RID42853,distal metaphysis of right ulna,,
RID42854,distal metaphysis of left ulna,,
RID42855,distal metaphysis of femur,,
RID42856,distal metaphysis of right femur,,
RID42857,distal metaphysis of left femur,,
RID42858,distal metaphysis of metacarpal bone,,
RID42859,distal metaphysis of first metacarpal bone,,
RID42860,distal metaphysis of right first metacarpal bone,,
RID42861,distal metaphysis of left first metacarpal bone,,
RID42862,distal metaphysis of second metacarpal bone,,
RID42863,distal metaphysis of right second metacarpal bone,,
RID42864,distal metaphysis of left second metacarpal bone,,
RID42865,distal metaphysis of third metacarpal bone,,
RID42866,distal metaphysis of right third metacarpal bone,,
RID42867,distal metaphysis of left third metacarpal bone,,
RID42868,distal metaphysis of fourth metacarpal bone,,
RID42869,distal metaphysis of right fourth metacarpal bone,,
RID42870,distal metaphysis of left fourth metacarpal bone,,
RID42871,distal metaphysis of fifth metacarpal bone,,
RID42872,distal metaphysis of right fifth metacarpal bone,,
RID42873,distal metaphysis of left fifth metacarpal bone,,
RID42874,distal metaphysis of phalanx of finger,,
RID42875,distal metaphysis of phalanx of thumb,,
RID42876,distal metaphysis of proximal phalanx of thumb,,
RID42877,distal metaphysis of proximal phalanx of right thumb,,
RID42878,distal metaphysis of proximal phalanx of left thumb,,
RID42879,distal metaphysis of distal phalanx of thumb,,
RID42880,distal metaphysis of distal phalanx of right thumb,,
RID42881,distal metaphysis of distal phalanx of left thumb,,
RID42882,distal metaphysis of phalanx of index finger,,
RID42883,distal metaphysis of proximal phalanx of index finger,,
RID42884,distal metaphysis of proximal phalanx of right index finger,,
RID42885,distal metaphysis of proximal phalanx of left index finger,,
RID42886,distal metaphysis of middle phalanx of index finger,,
RID42887,distal metaphysis of middle phalanx of right index finger,,
RID42888,distal metaphysis of middle phalanx of left index finger,,
RID42889,distal metaphysis of distal phalanx of index finger,,
RID42890,distal metaphysis of distal phalanx of right index finger,,
RID42891,distal metaphysis of distal phalanx of left index finger,,
RID42892,distal metaphysis of phalanx of middle finger,,
RID42893,distal metaphysis of proximal phalanx of middle finger,,
RID42894,distal metaphysis of proximal phalanx of right middle finger,,
RID42895,distal metaphysis of proximal phalanx of left middle finger,,
RID42896,distal metaphysis of middle phalanx of middle finger,,
RID42897,distal metaphysis of middle phalanx of right middle finger,,
RID42898,distal metaphysis of middle phalanx of left middle finger,,
RID42899,distal metaphysis of distal phalanx of middle finger,,
RID42900,distal metaphysis of distal phalanx of right middle finger,,
RID42901,distal metaphysis of distal phalanx of left middle finger,,
RID42902,distal metaphysis of phalanx of ring finger,,
RID42903,distal metaphysis of proximal phalanx of ring finger,,
RID42904,distal metaphysis of proximal phalanx of right ring finger,,
RID42905,distal metaphysis of proximal phalanx of left ring finger,,
RID42906,distal metaphysis of middle phalanx of ring finger,,
RID42907,distal metaphysis of middle phalanx of right ring finger,,
RID42908,distal metaphysis of middle phalanx of left ring finger,,
RID42909,distal metaphysis of distal phalanx of ring finger,,
RID42910,distal metaphysis of distal phalanx of right ring finger,,
