Class ID,Preferred Label,Synonyms,Definitions
RID30695,wall of posterior superior segmental hepatic duct,,
RID30696,wall of posterior inferior segmental hepatic duct,,
RID30697,wall of medial superior segmental hepatic duct,,
RID30698,wall of medial inferior segmental hepatic duct,,
RID30699,wall of lateral superior segmental hepatic duct,,
RID3070,articular cartilage of distal tarsal navicular,,
RID30700,wall of lateral inferior segmental hepatic duct,,
RID30701,wall of right hepatic duct of caudate lobe,,
RID30702,wall of left hepatic duct of caudate lobe,,
RID30703,wall of hepatic biliary tree,,
RID30704,wall of right hepatic biliary tree,,
RID30705,wall of left hepatic biliary tree,,
RID30706,wall of intrahepatic biliary tree,,
RID30707,wall of extrahepatic biliary tree,,
RID30708,mucosa of biliary tree,,
RID3071,articular cartilage of proximal medial cuneiform,,
RID30718,zone of pancreas,,
RID30719,head proper of pancreas,,
RID3072,articular cartilage of proximal intermediate cuneiform,,
RID30720,mucosal fold of esophagus,,
RID30721,zone of lesser sac,,
RID30722,vestibular part of lesser sac,,
RID30723,superior part of lesser sac,,
RID30724,splenic part of lesser sac,,
RID30725,inferior part of lesser sac,,
RID30726,hepatopancreatic fold,,
RID30727,paraduodenal fold,,
RID30728,omental taenia,,
RID30729,loose connective tissue,,
RID3073,articular cartilage of proximal lateral cuneiform,,
RID30730,loose connective tissue of abdomen,,
RID30731,endometrial stroma,,
RID30733,parenchyma of lobe of liver,,
RID30734,parenchyma of right lobe of liver,,
RID30735,parenchyma of left lobe of liver,,
RID30736,parenchyma of caudate lobe of liver,,
RID30737,parenchyma of quadrate lobe of liver,,
RID30738,muscle layer of zone of stomach,,
RID30739,muscle layer of cardia of stomach,,
RID30740,muscle layer of fundus of stomach,,
RID30741,muscle layer of body of stomach,,
RID30742,muscle layer of pyloric antrum,,
RID30743,muscle layer of pyloric canal,,
RID30744,muscle layer of pylorus,,
RID30750,root of falciform ligament,,
RID30751,root of lesser omentum,,
RID30752,root of splenorenal ligament,,
RID30753,root of gastrocolic ligament,,
RID30754,root of mesentery of small intestine,,
RID30755,root of transverse mesocolon,,
RID30756,root of sigmoid mesocolon,,
RID30757,mucosa of large intestine,,
RID30758,subserosa of small intestine,,
RID30759,portal triad,,
RID30760,pelvic wall,,
RID30761,wall of male pelvis,,
RID30762,wall of female pelvis,,
RID30763,vasculature of anatomical compartment,,
RID30764,vasculature of compartment of abdomen,,
RID30765,vasculature of compartment of male abdomen,,
RID30766,vasculature of compartment of female abdomen,,
RID3077,synovial membrane of articular capsule of naviculocuneiform joint,,
RID3078,naviculocuboid joint,,
RID30780,serosa of gallbladder,,
RID30781,back,,
RID30782,female back,,
RID30783,male back,,
RID30785,serosa of esophagus,,
RID30786,outer muscle layer,,
RID30787,outer muscle layer of organ,,
RID30788,longitudinal muscle layer of esophagus,,
RID30789,longitudinal muscle layer of stomach,,
RID30790,longitudinal muscle layer of small intestine,,
RID30791,longitudinal muscle layer of appendix,,
RID30792,longitudinal muscle layer of large intestine,,
RID30793,wall of large intestine,,
RID30794,transitional epithelium of ureter,,
RID30795,transitional epithelium of ureter proper,,
RID30796,transitional epithelium of abdominal part of ureter,,
RID30797,transitional epithelium of pelvic part of ureter,,
RID30798,transitional epithelium of renal pelvis,,
RID30799,transitional epithelium of major calyx,,
RID308,cervix of uterus,,
RID3080,articular cartilage of lateral navicular,,
RID30800,vasculature of esophagus,,
RID30801,lateral aortic lymphatic chain,,
RID30802,right lateral aortic lymphatic chain,,
RID30803,left lateral aortic lymphatic chain,,
RID30804,submucosa of small intestine,,
RID30808,reticulum of spleen,,
RID30809,subserosa of esophagus,,
RID3081,articular cartilage of proximal medial cuboid,,
RID30810,simple cuboidal epithelium,,
RID30811,germinal epithelium of ovary,,
RID30812,germinal epithelium of right ovary,,
RID30813,germinal epithelium of left ovary,,
RID30814,vasculature of stomach,,
RID30815,vasculature of neck of pancreas,,
RID30816,submucosa of zone of small intestine,,
RID30817,submucosa of duodenum,,
RID30818,submucosa of zone of duodenum,,
RID30819,submucosa of anterior wall of duodenum,,
RID30820,submucosa of posterior wall of duodenum,,
RID30821,submucosa of superior part of duodenum,,
RID30822,submucosa of descending part of duodenum,,
RID30823,submucosa of horizontal part of duodenum,,
RID30824,submucosa of ascending part of duodenum,,
RID30825,submucosa of duodenal ampulla,,
RID30826,submucosa of jejunum,,
RID30827,submucosa of region of jejunum,,
RID30828,submucosa of proximal part of jejunum,,
RID30829,submucosa of middle part of jejunum,,
RID30830,submucosa of distal part of jejunum,,
RID30831,submucosa of ileum,,
RID30832,submucosa of region of ileum,,
RID30833,submucosa of proximal part of ileum,,
RID30834,submucosa of middle part of ileum,,
RID30835,submucosa of distal part of ileum,,
RID30843,intestinal lymphatic trunk proper,,
RID30844,right ureter,,
RID30845,left ureter,,
RID30846,subserosa of large intestine,,
RID30847,mucosa of uterine tube,,
RID30848,mucosa of right uterine tube,,
RID30849,mucosa of left uterine tube,,
RID30850,membrane organ component,,
RID30851,lamina of mesentery,,
RID30852,anterior lamina of mesentery of small intestine,,
RID30853,posterior lamina of mesentery of small intestine,,
RID30855,renal segment,,
RID30856,superior renal segment,,
RID30857,superior segment of right kidney,,
RID30858,superior segment of left kidney,,
RID30859,anterior superior renal segment,,
RID3086,synovial membrane of articular capsule of naviculocuboid joint,,
RID30860,anterior superior renal segment of right kidney,,
RID30861,anterior superior renal segment of left kidney,,
RID30862,anterior inferior renal segment,,
RID30863,anterior inferior renal segment of right kidney,,
RID30864,anterior inferior renal segment of left kidney,,
RID30865,inferior renal segment,,
RID30866,inferior renal segment of right kidney,,
RID30867,inferior renal segment of left kidney,,
RID30868,posterior renal segment,,
RID30869,posterior renal segment of right kidney,,
RID3087,intercuneiform joint,,
RID30870,posterior renal segment of left kidney,,
RID30871,epithelium of crypt of Lieberkuhn of appendix,,
RID30872,content of abdomen proper,,
RID30873,serous sac,,
RID30874,peritoneal sac,,
RID30875,muscle layer of urinary bladder,,
RID30876,submucosa of zone of stomach,,
RID30877,submucosa of cardia of stomach,,
RID30878,submucosa of fundus of stomach,,
RID30879,submucosa of body of stomach,,
RID30880,submucosa of pyloric antrum,,
RID30881,submucosa of pyloric canal,,
RID30882,submucosa of pylorus,,
RID30883,submucosa of segment of esophagus,,
RID30884,submucosa of cervical part of esophagus,,
RID30885,submucosa of thoracic part of esophagus,,
RID30886,submucosa of abdominal part of esophagus,,
RID30887,fibroelastic component of longitudinal muscle layer of anal canal,,
RID30888,outer muscle layer of organ region,,
RID30889,longitudinal muscle layer of segment of esophagus,,
RID3089,articular cartilage of lateral aspect of medial cuneiform,,
RID30890,longitudinal muscle layer of cervical part of esophagus,,
RID30891,longitudinal muscle layer of thoracic part of esophagus,,
RID30892,longitudinal muscle layer of abdominal part of esophagus,,
RID30893,lamina propria of urinary bladder,,
RID30894,hollow tree organ,,
RID30895,vascular tree,,
RID30896,venous tree organ,,
RID30897,systemic venous tree organ,,
RID30898,inferior systemic venous tree,,
RID30899,inferior systemic venous tree of male human body,,
RID3090,articular cartilage of medial aspect of intermediate cuneiform,,
RID30900,inferior systemic venous tree of female human body,,
RID30901,free taenia,,
RID30902,loose connective tissue of intercalated duct of pancreas,,
RID30903,lamina propria of ureter proper,,
RID30904,subserosa of liver,,
RID30905,lamina propria of body of stomach,,
RID30906,iliopsoas,,
RID30907,right iliopsoas,,
RID30908,left iliopsoas,,
RID3091,articular cartilage of lateral aspect of intermediate cuneiform,,
RID30910,cumulus oophorus,,
RID30911,lamina propria of renal pelvis,,
RID30913,ascending lumbar lymphatic trunk,,
RID30914,right ascending lumbar lymph trunk,,
RID30915,left ascending lumbar lymph trunk,,
RID30917,vasculature of organ system subdivision,,
RID30918,vasculature of hepatobiliary system,,
RID3092,articular cartilage of medial aspect of lateral cuneiform,,
RID30921,areolar connective tissue,,
RID30922,areolar connective tissue of lamina propria of stomach,,
RID30923,areolar connective tissue of lamina propria of small intestine,,
RID30924,areolar connective tissue of submucosa of small intestine,,
RID30925,areolar connective tissue of submucosa of duodenum,,
RID30926,areolar connective tissue of circular muscle layer of duodenum,,
RID30927,areolar connective tissue of longitudinal muscle layer of duodenum,,
RID30928,areolar connective tissue of lamina propria of duodenum,,
RID30929,areolar connective tissue of lamina propria mucosae of jejunum,,
RID30930,areolar connective tissue of lamina propria mucosae of ileum,,
RID30931,areolar connective tissue of subserosa of descending colon,,
RID30932,areolar connective tissue of lamina propria mucosae of descending colon,,
RID30933,areolar connective tissue of subserosa of sigmoid colon,,
RID30934,areolar connective tissue of lamina propria mucosae of rectum,,
RID30935,areolar connective tissue of fibrous capsule of thyroid gland,,
RID30936,areolar connective tissue of capsule of parathyroid gland,,
RID30937,areolar connective tissue of capsule of superior parathyroid gland,,
RID30938,areolar connective tissue of capsule of accessory parathyroid gland,,
RID30939,areolar connective tissue of capsule of adrenal gland,,
RID30940,areolar connective tissue of adrenal medulla,,
RID30941,areolar connective tissue of stroma of adrenal gland,,
RID30942,areolar connective tissue of zona glomerulosa of adrenal gland,,
RID30943,areolar connective tissue of zona fasciculata of adrenal gland,,
RID30944,areolar connective tissue of zona reticularis of adrenal gland,,
RID30945,areolar connective tissue of lamina propria of urinary bladder,,
RID30946,areolar connective tissue of sulcal connective tissue of fibrous ring of tricuspid valve,,
RID30947,areolar connective tissue of intersulcal connective tissue of fibrous ring of tricuspid valve,,
RID30948,areolar connective tissue of sulcal connective tissue of fibrous ring of mitral valve anulus,,
RID30949,areolar connective tissue of intersulcal connective tissue of fibrous ring of mitral valve,,
RID30950,areolar connective tissue of wall of pancreatic duct,,
RID30951,areolar connective tissue of wall of main pancreatic duct,,
RID30952,areolar connective tissue of wall of accessory pancreatic duct,,
RID30953,serosa of uterine tube,,
RID30954,serosa of right uterine tube,,
RID30955,serosa of left uterine tube,,
RID30956,muscle layer of biliary tree,,
RID30957,wall of upper gastrointestinal tract,,
RID30958,endometrium,,
RID30959,mucosa of segment of esophagus,,
RID30960,mucosa of cervical part of esophagus,,
RID30961,mucosa of thoracic part of esophagus,,
RID30962,mucosa of abdominal part of esophagus,,
RID30963,renal pedicle,,
RID30964,right renal pedicle,,
RID30965,left renal pedicle,,
RID30966,portal venous tree,,
RID3097,synovial membrane of articular capsule of intercuneiform joint,,
RID30973,wall of lymphatic duct subtree,,
RID30974,wall of intestinal lymphatic tree,,
RID30976,primary follicle of ovary,,
RID30977,primary follicle of right ovary,,
RID30978,primary follicle of left ovary,,
RID30979,secondary follicle of ovary,,
RID3098,cuneocuboid joint,,
RID30980,secondary follicle of right ovary,,
RID30981,secondary follicle of left ovary,,
RID30982,tertiary follicle of ovary,,
RID30983,tertiary follicle of right ovary,,
RID30984,tertiary follicle of left ovary,,
RID30985,atretic follicle of ovary,,
RID30986,atretic follicle of left ovary,,
RID30987,atretic follicle of right ovary,,
RID30988,muscle layer of appendix,,
RID3100,articular cartilage of lateral aspect of lateral cuneiform,,
RID3101,articular cartilage of distal medial cuboid,,
RID31010,alimentary system,,
RID31011,colon,,
RID31012,segment of colon,,
RID31013,ileocolic lip,,
RID31014,ileocaecal lip,,
RID31015,cecum proper,,
RID3106,synovial membrane of articular capsule of cuneocuboid joint,,
RID3107,tarsometatarsal joint,,
RID31077,adventitia of ureter,,
RID31078,adventitia of right ureter,,
RID31079,adventitia of left ureter,,
RID31080,fibrous connective tissue,,
RID31081,fibrous capsule of liver,,
RID31082,mesothelium of peritoneum,,
RID31086,nodular lymphoid tissue,,
RID31087,primary nodular lymphoid tissue,,
RID31088,lymphoid nodule of spleen,,
RID31089,lamina propria of major calyx,,
RID3109,articular cartilage of distal medial cuneiform,,
RID31091,mucosa of zone of stomach,,
RID31092,mucosa of cardia of stomach,,
RID31093,mucosa of fundus of stomach,,
RID31094,mucosa of body of stomach,,
RID31095,mucosa of pyloric antrum,,
RID31096,mucosa of pyloric canal,,
RID31097,mucosa of pylorus,,
RID3110,articular cartilage of distal intermediate cuneiform,,
RID31107,portion of chyme,,
RID31108,mesothelium of region of parietal peritoneum,,
RID31109,mesothelium of abdominal parietal peritoneum,,
RID3111,articular cartilage of distal lateral cuneiform,,
RID31110,mesothelium of posterior part of abdominal peritoneum,,
RID31111,mesothelium of pelvic parietal peritoneum,,
RID31112,mesothelium of peritoneum proper of anterior abdominal wall,,
RID31113,mesothelium of peritoneum proper of posterior abdominal wall,,
RID31114,mesothelium of peritoneum of posterior wall of greater sac,,
RID31115,mesothelium of peritoneum of posterior wall of lesser sac,,
RID31116,mesothelium of peritoneum proper of posterior wall of greater sac,,
RID31117,mesothelium of parietal peritoneum of greater sac,,
RID31118,mesothelium of parietal peritoneum of lesser sac,,
RID31119,mesothelium of anterior part of abdominal peritoneum,,
RID3112,articular cartilage of distal cuboid,,
RID31120,muscle layer of intestine,,
RID31121,region of adrenal cortex,,
RID31122,zona glomerulosa of adrenal gland,,
RID31123,zona glomerulosa of right adrenal gland,,
RID31124,zona glomerulosa of left adrenal gland,,
RID31125,zona fasciculata of adrenal gland,,
RID31126,zona fasciculata of right adrenal gland,,
RID31127,zona fasciculata of left adrenal gland,,
RID31128,zona reticularis of adrenal gland,,
RID31129,zona reticularis of right adrenal gland,,
RID3113,articular cartilage of first metatarsal base,,
RID31130,zona reticularis of left adrenal gland,,
RID31131,mesocolic taenia,,
RID31132,region of wall of esophagus,,
RID31133,wall of cervical part of esophagus,,
RID31134,wall of thoracic part of esophagus,,
RID31135,wall of abdominal part of esophagus,,
RID31136,taenia coli,,
RID31137,taenia libera,,
RID31138,taenia mesocolica,,
RID31139,taenia omentalis,,
RID3114,articular cartilage of second metatarsal base,,
RID31141,serosa of large intestine,,
RID31147,mesothelium of parietal peritoneum,,
RID31148,vasculature of back of abdomen,,
RID31149,content of pelvis,,
RID3115,articular cartilage of third metatarsal base,,
RID31150,content of male pelvis,,
RID31151,content of female pelvis,,
RID3116,articular cartilage of fourth metatarsal base,,
RID31160,circular fold of ileum,,
RID31163,lamina propria of ureter,,
RID31164,region of peritoneum,,
RID31165,abdominal peritoneum,,
RID31166,pelvic peritoneum,,
RID31167,region of pelvic peritoneum,,
RID31168,visceral pelvic peritoneum,,
RID31169,parietal pelvic peritoneum,,
RID3117,articular cartilage of fifth metatarsal base,,
RID31170,parietal pelvic peritoneum proper,,
RID31171,urogenital peritoneum,,
RID31172,transverse vesical fold,,
RID31173,visceral peritoneum,,
RID31174,parietal peritoneum,,
RID31175,region of parietal peritoneum,,
RID31176,abdominal parietal peritoneum,,
RID31177,anterior part of abdominal peritoneum,,
RID31178,posterior part of abdominal peritoneum,,
RID31179,pelvic parietal peritoneum,,
RID31180,peritoneum proper of anterior abdominal wall,,
RID31181,peritoneum proper of posterior abdominal wall,,
RID31182,peritoneum of posterior wall of greater sac,,
RID31183,peritoneum of posterior wall of lesser sac,,
RID31184,peritoneum proper of posterior wall of greater sac,,
RID31185,parietal peritoneum of greater sac,,
RID31186,parietal peritoneum of lesser sac,,
RID31187,diaphragmatic peritoneum,,
RID31188,right diaphragmatic peritoneum,,
RID31189,left diaphragmatic peritoneum,,
RID31190,peritoneum of posterior fornix of vagina,,
RID31191,peritoneum of pelvic diaphragm,,
RID31192,peritoneum of right side of pelvic diaphragm,,
RID31193,peritoneum of left side of pelvic diaphragm,,
RID31194,parietal peritoneum of abdominal quadrant,,
RID31195,parietal peritoneum of right upper quadrant of abdomen,,
RID31196,parietal peritoneum of left upper quadrant of abdomen,,
RID31197,parietal peritoneum of right lower quadrant of abdomen,,
RID31198,parietal peritoneum of left lower quadrant of abdomen,,
RID31199,peritoneum over kidney,,
RID31200,peritoneum over right kidney,,
RID31201,peritoneum over left kidney,,
RID31202,peritoneum over subdivision of kidney,,
RID31203,peritoneum over superior pole of kidney,,
RID31204,peritoneum over superior pole of right kidney,,
RID31205,peritoneum over superior pole of left kidney,,
RID31206,peritoneum over inferior pole of kidney,,
RID31207,peritoneum over inferior pole of right kidney,,
RID31208,peritoneum over inferior pole of left kidney,,
RID31209,peritoneum over suprarenal gland,,
RID31210,parietal peritoneum over right suprarenal gland,,
RID31211,parietal peritoneum over left suprarenal gland,,
RID31212,region of visceral peritoneum,,
RID31213,region of coronary ligament,,
RID31214,anterior lamina of right coronary ligament,,
RID31215,posterior lamina of right coronary ligament,,
RID31216,hepatorenal ligament,,
RID31217,paracaval ligament,,
RID31218,anterior lamina of left coronary ligament,,
RID31219,posterior lamina of left coronary ligament,,
RID31220,triangular ligament,,
RID31221,right triangular ligament,,
RID31222,left triangular ligament,,
RID31223,region of falciform ligament,,
RID31224,right lamina of falciform ligament,,
RID31225,left lamina of falciform ligament,,
RID31226,region of mesentery of small intestine,,
RID31227,anterior lamina of mesentery of jejunum,,
RID31228,posterior lamina of mesentery of jejunum,,
RID31229,anterior lamina of mesentery of ileum,,
RID3123,synovium of tarsometatarsal joint,,
RID31230,posterior lamina of mesentery of ileum,,
RID31231,region of mesoappendix,,
RID31232,superior lamina of mesoappendix,,
RID31233,inferior lamina of mesoappendix,,
RID31234,region of transverse mesocolon,,
RID31235,superior lamina of transverse mesocolon,,
RID31236,inferior lamina of transverse mesocolon,,
RID31237,region of sigmoid mesocolon,,
RID31238,superior lamina of sigmoid mesocolon,,
RID31239,inferior lamina of sigmoid mesocolon,,
RID31240,region of gastrosplenic ligament,,
RID31241,anterior lamina of gastrosplenic ligament,,
RID31242,posterior lamina of gastrosplenic ligament,,
RID31243,region of gastrocolic ligament,,
RID31244,anterior lamina of gastrocolic ligament,,
RID31245,posterior lamina of gastrocolic ligament,,
RID31246,region of splenorenal ligament,,
RID31247,anterior lamina of splenorenal ligament,,
RID31248,posterior lamina of splenorenal ligament,,
RID31249,splenorenal ligament proper,,
RID31250,region of splenorenal ligament proper,,
RID31251,anterior lamina of splenorenal ligament proper,,
RID31252,posterior lamina of splenorenal ligament proper,,
RID31253,gastrophrenic ligament,,
RID31254,region of gastrophrenic ligament,,
RID31255,anterior lamina of gastrophrenic ligament,,
RID31256,posterior lamina of gastrophrenic ligament,,
RID31257,region of hepatoesophageal ligament,,
RID31258,anterior lamina of hepatoesophageal ligament,,
RID31259,posterior lamina of hepatoesophageal ligament,,
RID31260,region of hepatogastric ligament,,
RID31261,anterior lamina of hepatogastric ligament,,
RID31262,posterior lamina of hepatogastric ligament,,
RID31263,region of hepatoduodenal ligament,,
RID31264,anterior lamina of hepatoduodenal ligament,,
RID31265,posterior lamina of hepatoduodenal ligament,,
RID31266,region of broad ligament of uterus,,
RID31267,anterior lamina of broad ligament of uterus,,
RID31268,posterior lamina of broad ligament of uterus,,
RID31269,visceral peritoneum of lesser sac,,
RID31270,visceral peritoneum of greater sac,,
RID31271,peritoneal mesentery,,
RID31272,mesentery of zone of small intestine,,
RID31273,variant mesentery of small intestine,,
RID31274,mesentery of large intestine,,
RID31275,ascending mesocolon,,
RID31276,descending mesocolon,,
RID31277,variant mesentery of large intestine,,
RID31278,wall of greater sac,,
RID31279,region of wall of greater sac,,
RID31280,anterior wall of greater sac,,
RID31281,posterior wall of greater sac,,
RID31282,wall of lesser sac,,
RID31283,region of wall of lesser sac,,
RID31284,anterior wall of vestibular part of lesser sac,,
RID31285,anterior wall of superior part of lesser sac,,
RID31286,anterior wall of splenic part of lesser sac,,
RID31287,anterior wall of inferior part of lesser sac,,
RID31288,anterior wall of lesser sac,,
RID31289,posterior wall of lesser sac,,
RID3129,metatarsophalangeal joint,,
RID31290,posterior wall of vestibular part of lesser sac,,
RID31291,posterior wall of superior part of lesser sac,,
RID31292,posterior wall of splenic part of lesser sac,,
RID31293,posterior wall of inferior part of lesser sac,,
RID31294,wall of vestibular part of lesser sac,,
RID31295,wall of superior part of lesser sac,,
RID31296,wall of splenic part of lesser sac,,
RID31297,wall of inferior part of lesser sac,,
RID31298,submucosa of appendix,,
RID31299,mucous gland of gallbladder,,
RID31302,circular fold of duodenum,,
RID31303,superior part proper of duodenum,,
RID31304,retroperitoneal part of duodenum,,
RID3131,articular cartilage of metatarsal head,,
RID3132,articular cartilage of proximal phalangeal base,,
RID3138,synovial membrane of articular capsule of metatarsophalangeal joint,,
RID3139,proximal interphalangeal joint of toe,,
RID31403,subserosa of stomach,,
RID31407,vasculature of small intestine,,
RID31408,vasculature of serous sac,,
RID31409,vasculature of peritoneal sac,,
RID3141,articular cartilage of head of proximal phalanx of toe,,
RID31411,region of wall of small intestine,,
RID31412,wall of duodenum,,
RID31413,region of wall of duodenum,,
RID31414,anterior wall of duodenum,,
RID31415,posterior wall of duodenum,,
RID31416,wall of superior part of duodenum,,
RID31417,wall of descending part of duodenum,,
RID31418,wall of horizontal part of duodenum,,
RID31419,wall of ascending part of duodenum,,
RID3142,articular cartilage of base of middle phalanx of toe,,
RID31420,anterior wall of superior part of duodenum,,
RID31421,anterior wall of descending part of duodenum,,
RID31422,anterior wall of horizontal part of duodenum,,
RID31423,anterior wall of ascending part of duodenum,,
RID31424,posterior wall of superior part of duodenum,,
RID31425,posterior wall of descending part of duodenum,,
RID31426,posterior wall of horizontal part of duodenum,,
RID31427,posterior wall of ascending part of duodenum,,
RID31428,wall of jejunum,,
RID31429,region of wall of jejunum,,
RID31430,wall of proximal part of jejunum,,
RID31431,wall of middle part of jejunum,,
RID31432,wall of distal part of jejunum,,
RID31433,anterior wall of proximal part of jejunum,,
RID31434,posterior wall of proximal part of jejunum,,
RID31435,anterior wall of middle part of jejunum,,
RID31436,posterior wall of middle part of jejunum,,
RID31437,anterior wall of distal part of jejunum,,
RID31438,posterior wall of distal part of jejunum,,
RID31439,wall of ileum,,
RID31440,region of wall of ileum,,
RID31441,wall of proximal part of ileum,,
RID31442,wall of middle part of ileum,,
RID31443,wall of distal part of ileum,,
RID31444,anterior wall of proximal part of ileum,,
RID31445,posterior wall of proximal part of ileum,,
RID31446,anterior wall of middle part of ileum,,
RID31447,posterior wall of middle part of ileum,,
RID31448,anterior wall of distal part of ileum,,
RID31449,posterior wall of distal part of ileum,,
RID31450,vasculature of compartment of abdomen proper,,
RID31451,lamina propria of biliary tree,,
RID31452,epithelium of esophagus,,
RID31453,constriction zone of esophagus,,
RID31454,proximal esophageal constriction,,
RID31455,esophageal constriction by arch of aorta,,
RID31456,esophageal constriction by left principal bronchus,,
RID31457,distal esophageal constriction,,
RID31458,pharyngo-oesophageal constriction,,
RID31459,broncho-aortic constriction of esophagus,,
RID31460,thoracic constriction of esophagus,,
RID31461,diaphragmatic constriction of esophagus,,
RID31462,vasculature of gallbladder,,
RID31463,gastroduodenal junction,,
RID31464,homogeneous organ,,
RID31465,paraaortic body,,
RID31466,vasculature of organ system,,
RID31467,vasculature of alimentary system,,
RID31468,mucosa of esophagus,,
RID31469,colonic gland,,
RID3147,synovial membrane of articular capsule of proximal interphalangeal joint of toe,,
RID31470,vasculature of tail of pancreas,,
RID31472,parenchyma of pancreas,,
RID31473,region of muscle layer of urinary bladder,,
RID31474,muscle layer of fundus of urinary bladder,,
RID31475,muscle layer of body of urinary bladder,,
RID31476,muscle layer of neck of urinary bladder,,
RID31477,muscle layer of trigone of urinary bladder,,
RID3148,distal interphalangeal joint of toe,,
RID31481,intracompartmental vasculature of abdomen proper,,
RID31482,lamina propria of cardia of stomach,,
RID31484,subserosa of organ region,,
RID31485,subserosa of zone of stomach,,
RID31486,subserosa of cardia of stomach,,
RID31487,subserosa of fundus of stomach,,
RID31488,subserosa of body of stomach,,
RID31489,subserosa of pyloric antrum,,
RID31490,subserosa of pyloric canal,,
RID31491,subserosa of pylorus,,
RID31492,subserosa of region of liver,,
RID31493,subserosa of right lobe of liver,,
RID31494,subserosa of left lobe of liver,,
RID31495,subserosa of caudate lobe of liver,,
RID31496,subserosa of quadrate lobe of liver,,
RID31497,subserosa of zone of gallbladder,,
RID31498,subserosa of fundus of gallbladder,,
RID31499,subserosa of body of gallbladder,,
RID315,myometrium,,
RID3150,articular cartilage of head of middle phalanx of toe,,
RID31500,subserosa of neck of gallbladder,,
RID31501,subserosa of region of uterine tube,,
RID31502,subserosa of isthmus of uterine tube,,
RID31503,subserosa of isthmus of right uterine tube,,
RID31504,subserosa of isthmus of left uterine tube,,
RID31505,subserosa of uterine tube proper,,
RID31506,subserosa of right uterine tube proper,,
RID31507,subserosa of left uterine tube proper,,
RID31508,subserosa of ampulla of uterine tube,,
RID31509,subserosa of ampulla of right uterine tube,,
RID3151,articular cartilage of base of distal phalanx of toe,,
RID31510,subserosa of ampulla of left uterine tube,,
RID31511,subserosa of infundibulum of uterine tube,,
RID31512,subserosa of infundibulum of right uterine tube,,
RID31513,subserosa of infundibulum of left uterine tube,,
RID31514,subserosa of fimbria of uterine tube,,
RID31515,subserosa of fimbria of right uterine tube,,
RID31516,subserosa of fimbria of left uterine tube,,
RID31517,subserosa of zone of small intestine,,
RID31518,subserosa of duodenum,,
RID31519,subserosa of zone of duodenum,,
RID31520,subserosa of anterior wall of duodenum,,
RID31521,subserosa of superior part of duodenum,,
RID31522,subserosa of descending part of duodenum,,
RID31523,subserosa of horizontal part of duodenum,,
RID31524,subserosa of ascending part of duodenum,,
RID31525,subserosa of duodenal ampulla,,
RID31526,subserosa of jejunum,,
RID31527,subserosa of zone of jejunum,,
RID31528,subserosa of proximal part of jejunum,,
RID31529,subserosa of middle part of jejunum,,
RID31530,subserosa of distal part of jejunum,,
RID31531,subserosa of ileum,,
RID31532,subserosa of zone of ileum,,
RID31533,subserosa of proximal part of ileum,,
RID31534,subserosa of middle part of ileum,,
RID31535,subserosa of distal part of ileum,,
RID31536,subserosa of segment of large intestine,,
RID31537,subserosa of cecum,,
RID31538,subserosa of colon,,
RID31539,subserosa of ascending colon,,
RID31540,subserosa of transverse colon,,
RID31541,subserosa of descending colon,,
RID31542,subserosa of sigmoid colon,,
RID31543,subserosa of rectum,,
RID31549,uterotubal junction,,
RID31550,right uterotubal junction,,
RID31551,left uterotubal junction,,
RID31552,segment of esophagus,,
RID31553,cervical part of esophagus,,
RID31554,thoracic part of esophagus,,
RID31555,abdominal part of esophagus,,
RID31556,vertebral segment of esophagus,,
RID31557,c6 segment of esophagus,,
RID31558,c7 segment of esophagus,,
RID31559,t1 segment of esophagus,,
RID3156,synovial membrane of articular capsule of distal interphalangeal joint of toe,,
RID31560,t2 segment of esophagus,,
RID31561,t3 segment of esophagus,,
RID31562,t4 segment of esophagus,,
RID31563,t5 segment of esophagus,,
RID31564,t6 segment of esophagus,,
RID31565,t7 segment of esophagus,,
RID31566,t8 segment of esophagus,,
RID31567,t9 segment of esophagus,,
RID31568,t10 segment of esophagus,,
RID31569,subdivision of vertebral segment of esophagus,,
RID31570,c6 segment proper of esophagus,,
RID31571,c7 segment proper of esophagus,,
RID31572,t1 segment proper of esophagus,,
RID31573,t2 segment proper of esophagus,,
RID31574,t3 segment proper of esophagus,,
RID31575,t4 segment proper of esophagus,,
RID31576,t5 segment proper of esophagus,,
RID31577,t6 segment proper of esophagus,,
RID31578,t7 segment proper of esophagus,,
RID31579,t8 segment proper of esophagus,,
RID31580,t9 segment proper of esophagus,,
RID31581,t10 segment proper of esophagus,,
RID31582,esophageal segment of esophagogastric junction,,
RID31583,esophageal segment of pharyngoesophageal junction,,
RID31613,mesothelium of region of visceral peritoneum,,
RID31614,mesothelium of serosa of duodenum,,
RID31615,mesothelium of serosa of jejunum,,
RID31616,mesothelium of serosa of ileum,,
RID31617,mesothelium of serosa of cecum,,
RID31618,mesothelium of serosa of appendix,,
RID31619,mesothelium of serosa of colon,,
RID31620,mesothelium of serosa of transverse colon,,
RID31621,mesothelium of serosa of descending colon,,
RID31622,mesothelium of serosa of sigmoid colon,,
RID31623,mesothelium of serosa of liver,,
RID31624,mesothelium of serosa of right hemiliver,,
RID31625,mesothelium of serosa of left hemiliver,,
RID31626,mesothelium of serosa of right lobe of liver,,
RID31627,mesothelium of serosa of left lobe of liver,,
RID31628,mesothelium of serosa of quadrate lobe of liver,,
